,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1500-1549,6144円,103分,108%,113件
1,1550-1599,6363円,98分,108.6%,144件
2,1600-1649,6884円,96分,109.6%,130件
3,1650-1699,7330円,95分,110.3%,138件
4,1700-1749,7951円,95分,111.1%,127件
5,1750-1799,7187円,88分,110.9%,113件
6,1800-1849,6646円,84分,110.5%,144件
7,1850-1899,6897円,80分,111.6%,139件
8,1900-1949,6180円,79分,110.4%,125件
9,1950-1999,8419円,75分,115%,126件
10,2000-2049,6997円,71分,113.2%,93件
11,2050-2099,5342円,70分,110.1%,98件
12,2100-2149,7468円,70分,114.3%,90件
13,2150-2199,8266円,64分,117.2%,91件
14,2200-2249,7933円,56分,118.8%,106件
15,2250-2299,8457円,53分,121.2%,87件
16,2300-2349,8482円,49分,123.3%,83件
17,2350-2399,7639円,48分,121.2%,86件
18,2400-2449,8572円,46分,125.1%,81件
19,2450-2499,8012円,44分,124%,64件
20,2500-2549,8491円,45分,125.3%,80件
21,2550-2599,8904円,44分,127%,76件
22,2600-2649,9639円,40分,132.2%,66件
23,2650-2699,10906円,38分,137.9%,60件
24,2700-2749,10768円,36分,140%,51件
25,2750-2799,12127円,32分,150.7%,54件
26,2800-2849,12829円,31分,154.9%,74件
27,2850-2899,13392円,28分,164.8%,63件
28,2900-2949,15042円,24分,183.6%,47件
