,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,2346円,140分,102.2%,42件
1,750-799,4064円,138分,103.9%,56件
2,800-849,3222円,131分,103.3%,82件
3,850-899,4524円,134分,104.5%,75件
4,900-949,3090円,128分,103.2%,83件
5,950-999,3830円,135分,103.8%,91件
6,1000-1049,2900円,128分,103%,111件
7,1050-1099,3303円,125分,103.5%,99件
8,1100-1149,4195円,121分,104.6%,119件
9,1150-1199,4978円,115分,105.7%,145件
10,1200-1249,3748円,118分,104.2%,128件
11,1250-1299,4697円,117分,105.3%,160件
12,1300-1349,4598円,116分,105.3%,148件
13,1350-1399,4506円,107分,105.6%,163件
14,1400-1449,3944円,110分,104.8%,193件
15,1450-1499,4806円,106分,106.1%,180件
16,1500-1549,5032円,102分,106.6%,150件
17,1550-1599,4426円,103分,105.7%,158件
18,1600-1649,5245円,96分,107.3%,157件
19,1650-1699,5170円,95分,107.3%,178件
20,1700-1749,6797円,87分,110.4%,181件
21,1750-1799,4060円,89分,106.1%,156件
22,1800-1849,7383円,81分,112.1%,164件
23,1850-1899,6795円,80分,111.3%,156件
24,1900-1949,5988円,77分,110.4%,131件
25,1950-1999,5724円,73分,110.4%,137件
26,2000-2049,6394円,67分,112.6%,127件
27,2050-2099,7308円,65分,115.1%,139件
28,2100-2149,7172円,63分,115.2%,102件
29,2150-2199,8135円,59分,118.3%,112件
30,2200-2249,7085円,52分,118%,94件
31,2250-2299,7699円,53分,119.5%,100件
32,2300-2349,6693円,48分,118.4%,96件
33,2350-2399,7450円,46分,121.7%,104件
34,2400-2449,6380円,49分,117.3%,94件
35,2450-2499,8357円,42分,126.4%,87件
36,2500-2549,8418円,42分,126.8%,92件
37,2550-2599,8523円,41分,128%,90件
38,2600-2649,8649円,40分,129%,85件
39,2650-2699,9849円,35分,138%,69件
40,2700-2749,9735円,34分,138%,86件
41,2750-2799,10857円,33分,143.8%,75件
42,2800-2849,12115円,28分,156.7%,71件
43,2850-2899,12647円,26分,165.2%,52件
44,2900-2949,14120円,23分,181%,63件
