,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,6159円,136分,106%,50件
1,900-949,7749円,129分,108%,47件
2,950-999,6962円,114分,108.2%,57件
3,1000-1049,4877円,123分,105.3%,87件
4,1050-1099,5728円,123分,106.2%,79件
5,1100-1149,7090円,121分,107.8%,83件
6,1150-1199,6571円,116分,107.6%,102件
7,1200-1249,4767円,121分,105.3%,103件
8,1250-1299,7574円,116分,108.7%,111件
9,1300-1349,8642円,111分,110.4%,125件
10,1350-1399,6779円,110分,108.2%,124件
11,1400-1449,5260円,106分,106.6%,150件
12,1450-1499,7909円,102分,110.4%,139件
13,1500-1549,7877円,105分,110%,151件
14,1550-1599,7848円,95分,111%,149件
15,1600-1649,8958円,89分,113.3%,155件
16,1650-1699,8426円,90分,112.5%,128件
17,1700-1749,8679円,91分,112.8%,131件
18,1750-1799,8941円,83分,114.3%,118件
19,1800-1849,7746円,82分,112.6%,126件
20,1850-1899,8239円,83分,113.3%,107件
21,1900-1949,8052円,72分,114.9%,105件
22,1950-1999,8517円,73分,115.5%,99件
23,2000-2049,8352円,70分,115.8%,111件
24,2050-2099,8839円,66分,117.9%,95件
25,2100-2149,10629円,60分,123.4%,79件
26,2150-2199,10598円,63分,122.4%,92件
27,2200-2249,9348円,57分,122%,76件
28,2250-2299,11624円,49分,131.3%,63件
29,2300-2349,8453円,49分,123%,62件
30,2350-2399,8406円,44分,125.7%,53件
31,2400-2449,8399円,41分,127.1%,73件
32,2450-2499,11001円,35分,142.3%,74件
33,2500-2549,10790円,35分,141.3%,67件
34,2550-2599,10524円,39分,136.1%,58件
35,2600-2649,10640円,38分,137.1%,50件
36,2650-2699,12347円,33分,149.2%,55件
37,2700-2749,11691円,32分,148.4%,56件
38,2750-2799,13183円,31分,157.4%,47件
39,2800-2849,12979円,28分,161.8%,57件
40,2850-2899,13379円,25分,172.2%,49件
41,2900-2949,13255円,23分,177.8%,36件
