,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,5075円,135分,105%,23件
1,1000-1049,5178円,129分,105.4%,32件
2,1050-1099,4523円,123分,104.9%,41件
3,1100-1149,5993円,129分,106.2%,33件
4,1150-1199,5847円,125分,106.3%,66件
5,1200-1249,6673円,111分,108%,59件
6,1250-1299,6298円,111分,107.5%,65件
7,1300-1349,5084円,110分,106.2%,67件
8,1350-1399,6338円,105分,108%,83件
9,1400-1449,7414円,104分,109.5%,75件
10,1450-1499,6191円,106分,107.8%,73件
11,1500-1549,5846円,98分,108%,83件
12,1550-1599,6021円,96分,108.3%,78件
13,1600-1649,6543円,98分,108.9%,86件
14,1650-1699,7099円,90分,110.5%,73件
15,1700-1749,5575円,86分,108.6%,90件
16,1750-1799,6413円,87分,109.8%,81件
17,1800-1849,7444円,80分,112.4%,84件
18,1850-1899,7159円,77分,112.4%,96件
19,1900-1949,7853円,77分,113.6%,97件
20,1950-1999,5375円,72分,109.9%,79件
21,2000-2049,8003円,69分,115.4%,106件
22,2050-2099,7993円,67分,115.9%,112件
23,2100-2149,6126円,62分,113.2%,87件
24,2150-2199,7609円,59分,117.2%,90件
25,2200-2249,6843円,58分,115.7%,80件
26,2250-2299,6267円,54分,115.6%,85件
27,2300-2349,8003円,52分,120.7%,65件
28,2350-2399,6989円,46分,120.2%,71件
29,2400-2449,5553円,50分,114.9%,63件
30,2450-2499,8035円,42分,125.6%,61件
31,2500-2549,9991円,35分,137.9%,43件
32,2550-2599,9193円,39分,131.4%,49件
33,2600-2649,8660円,38分,130.1%,41件
34,2650-2699,9469円,36分,134.9%,49件
35,2700-2749,10291円,35分,139.4%,61件
36,2750-2799,11678円,31分,150%,42件
37,2800-2849,12081円,28分,156.9%,33件
38,2850-2899,13545円,27分,167.3%,48件
39,2900-2949,14399円,24分,180.1%,44件
