,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1000-1049,4234円,127分,104.4%,1455件
1,1050-1099,4302円,127分,104.5%,1274件
2,1100-1149,4288円,123分,104.6%,1241件
3,1150-1199,4374円,123分,104.7%,1110件
4,1200-1249,4117円,117分,104.7%,1065件
5,1250-1299,4714円,116分,105.4%,1073件
6,1300-1349,4870円,114分,105.7%,992件
7,1350-1399,4609円,112分,105.5%,938件
8,1400-1449,5217円,108分,106.4%,990件
9,1450-1499,5723円,104分,107.4%,995件
10,1500-1549,5110円,102分,106.7%,900件
11,1550-1599,5825円,100分,107.7%,760件
12,1600-1649,5468円,98分,107.5%,778件
13,1650-1699,5784円,95分,108.1%,786件
14,1700-1749,5242円,91分,107.7%,739件
15,1750-1799,5734円,88分,108.7%,768件
16,1800-1849,5978円,85分,109.4%,700件
17,1850-1899,6416円,81分,110.5%,680件
18,1900-1949,6032円,76分,110.6%,677件
19,1950-1999,6116円,75分,110.8%,619件
20,2000-2049,6180円,71分,111.6%,634件
21,2050-2099,5978円,70分,111.4%,594件
22,2100-2149,6661円,66分,113.5%,586件
23,2150-2199,7208円,61分,115.7%,573件
24,2200-2249,6894円,60分,115.4%,578件
25,2250-2299,6802円,55分,116.4%,501件
26,2300-2349,7279円,52分,118.6%,514件
27,2350-2399,6883円,49分,118.6%,463件
28,2400-2449,7419円,47分,121.1%,474件
29,2450-2499,7852円,45分,123.3%,460件
30,2500-2549,8259円,44分,125.1%,437件
31,2550-2599,8914円,42分,128.2%,469件
32,2600-2649,9828円,39分,133.7%,437件
33,2650-2699,10044円,37分,136.2%,471件
34,2700-2749,10999円,35分,141.5%,400件
35,2750-2799,11468円,33分,146.1%,381件
36,2800-2849,12490円,30分,155.7%,355件
37,2850-2899,13257円,27分,165.8%,327件
38,2900-2949,14403円,24分,180.3%,252件
