,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1500-1549,7558円,103分,109.8%,508件
1,1550-1599,7066円,101分,109.4%,521件
2,1600-1649,7607円,97分,110.4%,577件
3,1650-1699,7178円,93分,110.2%,504件
4,1700-1749,7191円,93分,110.4%,519件
5,1750-1799,8045円,88分,112.3%,492件
6,1800-1849,8442円,85分,113.3%,453件
7,1850-1899,7866円,84分,112.5%,417件
8,1900-1949,8613円,79分,114.5%,468件
9,1950-1999,9135円,77分,115.7%,430件
10,2000-2049,7924円,71分,114.8%,415件
11,2050-2099,8161円,68分,116%,379件
12,2100-2149,8388円,63分,117.7%,390件
13,2150-2199,9035円,59分,120.6%,405件
14,2200-2249,9031円,56分,121.6%,384件
15,2250-2299,8174円,52分,121.1%,402件
16,2300-2349,8283円,50分,122.2%,352件
17,2350-2399,8616円,48分,124%,349件
18,2400-2449,9363円,45分,127.9%,372件
19,2450-2499,9020円,44分,127.4%,314件
20,2500-2549,9586円,42分,130.5%,353件
21,2550-2599,10057円,42分,132.3%,324件
22,2600-2649,10448円,39分,135.3%,303件
23,2650-2699,10965円,38分,138.1%,270件
24,2700-2749,10943円,36分,140.8%,300件
25,2750-2799,11805円,33分,147.6%,250件
26,2800-2849,13032円,30分,157.3%,259件
27,2850-2899,13721円,26分,169.3%,244件
28,2900-2949,14660円,25分,179.4%,206件
