,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,4412円,117分,105%,966件
1,1300-1349,5312円,115分,106.2%,980件
2,1350-1399,6106円,112分,107.3%,879件
3,1400-1449,5384円,110分,106.5%,893件
4,1450-1499,5467円,106分,106.9%,910件
5,1500-1549,5511円,103分,107.2%,885件
6,1550-1599,5645円,100分,107.5%,901件
7,1600-1649,6473円,96分,108.9%,859件
8,1650-1699,6541円,94分,109.3%,841件
9,1700-1749,6202円,93分,108.9%,730件
10,1750-1799,6588円,88分,110%,778件
11,1800-1849,6809円,88分,110.4%,729件
12,1850-1899,6346円,82分,110.3%,709件
13,1900-1949,6722円,79分,111.3%,684件
14,1950-1999,6809円,76分,111.9%,675件
15,2000-2049,7343円,71分,113.8%,674件
16,2050-2099,7113円,68分,113.9%,658件
17,2100-2149,6421円,64分,113.4%,663件
18,2150-2199,7060円,62分,115.3%,615件
19,2200-2249,7155円,59分,116.2%,623件
20,2250-2299,7615円,55分,118.6%,645件
21,2300-2349,7149円,52分,118.4%,548件
22,2350-2399,7035円,49分,119.1%,571件
23,2400-2449,7797円,48分,121.8%,546件
24,2450-2499,8363円,45分,124.7%,542件
25,2500-2549,8853円,44分,126.7%,493件
26,2550-2599,8529円,43分,126.5%,519件
27,2600-2649,9639円,40分,132%,452件
28,2650-2699,10322円,38分,135.9%,460件
29,2700-2749,10883円,35分,141%,439件
30,2750-2799,11525円,34分,145.3%,389件
31,2800-2849,12698円,30分,155.7%,304件
32,2850-2899,13578円,26分,168.3%,276件
33,2900-2949,13957円,24分,178.8%,201件
