,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,6933円,115分,108%,429件
1,1250-1299,7153円,114分,108.4%,466件
2,1300-1349,7667円,113分,109%,363件
3,1350-1399,6781円,107分,108.4%,391件
4,1400-1449,7673円,109分,109.4%,327件
5,1450-1499,7279円,103分,109.4%,329件
6,1500-1549,7453円,103分,109.7%,288件
7,1550-1599,6946円,96分,109.6%,280件
8,1600-1649,8453円,95分,111.9%,285件
9,1650-1699,7919円,92分,111.5%,230件
10,1700-1749,7975円,91分,111.7%,256件
11,1750-1799,8957円,86分,113.8%,278件
12,1800-1849,8034円,83分,112.8%,272件
13,1850-1899,7986円,83分,112.8%,261件
14,1900-1949,8431円,80分,114%,199件
15,1950-1999,8318円,75分,114.9%,214件
16,2000-2049,9199円,71分,117.3%,202件
17,2050-2099,9735円,68分,119%,207件
18,2100-2149,8488円,65分,117.5%,203件
19,2150-2199,9117円,61分,120%,196件
20,2200-2249,9110円,54分,122.4%,191件
21,2250-2299,9001円,50分,124.1%,201件
22,2300-2349,8906円,46分,125.9%,179件
23,2350-2399,9970円,43分,131.1%,176件
24,2400-2449,9882円,42分,131.3%,158件
25,2450-2499,9383円,42分,129.9%,154件
26,2500-2549,10779円,38分,137.4%,142件
27,2550-2599,10693円,40分,135.7%,144件
28,2600-2649,11503円,38分,140.5%,138件
29,2650-2699,11628円,37分,141.5%,136件
30,2700-2749,11778円,34分,146.3%,132件
31,2750-2799,12190円,32分,150.1%,134件
32,2800-2849,13074円,30分,157.2%,112件
33,2850-2899,13883円,27分,168.8%,100件
34,2900-2949,14775円,24分,181.2%,122件
