,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,4421円,125分,104.7%,437件
1,1150-1199,5388円,119分,106%,412件
2,1200-1249,5915円,121分,106.5%,425件
3,1250-1299,5234円,115分,106.1%,411件
4,1300-1349,6040円,109分,107.4%,405件
5,1350-1399,5528円,110分,106.7%,388件
6,1400-1449,5748円,109分,107%,401件
7,1450-1499,5943円,106分,107.5%,350件
8,1500-1549,4904円,103分,106.3%,330件
9,1550-1599,5861円,99分,107.9%,339件
10,1600-1649,6100円,97分,108.4%,339件
11,1650-1699,6272円,92分,109.1%,305件
12,1700-1749,5683円,89分,108.5%,312件
13,1750-1799,6505円,89分,109.7%,307件
14,1800-1849,6522円,84分,110.4%,273件
15,1850-1899,6991円,84分,111.1%,243件
16,1900-1949,6932円,79分,111.8%,269件
17,1950-1999,7797円,74分,114.1%,234件
18,2000-2049,6095円,72分,111.3%,212件
19,2050-2099,7493円,68分,114.7%,192件
20,2100-2149,6684円,63分,114.2%,219件
21,2150-2199,6782円,60分,115.1%,212件
22,2200-2249,7667円,55分,118.7%,199件
23,2250-2299,7695円,54分,118.9%,194件
24,2300-2349,7184円,51分,118.7%,184件
25,2350-2399,8252円,46分,124.1%,172件
26,2400-2449,7656円,48分,121.4%,168件
27,2450-2499,8512円,44分,125.6%,147件
28,2500-2549,8648円,44分,126.1%,162件
29,2550-2599,9176円,41分,129.5%,145件
30,2600-2649,9679円,39分,133.3%,144件
31,2650-2699,10344円,37分,136.9%,171件
32,2700-2749,10534円,36分,139.2%,145件
33,2750-2799,11737円,33分,148.1%,132件
34,2800-2849,13144円,29分,159.7%,136件
35,2850-2899,13519円,28分,164.2%,124件
36,2900-2949,14213円,24分,179.7%,108件
