,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,7439円,124分,108%,164件
1,1200-1249,8356円,117分,109.5%,171件
2,1250-1299,6258円,117分,107.1%,176件
3,1300-1349,5913円,114分,106.9%,223件
4,1350-1399,7798円,109分,109.6%,200件
5,1400-1449,7931円,112分,109.4%,206件
6,1450-1499,7887円,103分,110.2%,197件
7,1500-1549,8367円,97分,111.5%,208件
8,1550-1599,8336円,98分,111.4%,188件
9,1600-1649,8372円,99分,111.2%,190件
10,1650-1699,8045円,92分,111.6%,166件
11,1700-1749,7299円,89分,110.9%,158件
12,1750-1799,8019円,90分,111.9%,166件
13,1800-1849,7806円,82分,112.7%,152件
14,1850-1899,8215円,81分,113.5%,146件
15,1900-1949,8232円,77分,114.3%,160件
16,1950-1999,8010円,75分,114.2%,144件
17,2000-2049,8960円,70分,117%,123件
18,2050-2099,9748円,71分,118.3%,137件
19,2100-2149,8532円,65分,117.6%,119件
20,2150-2199,10457円,58分,124.1%,102件
21,2200-2249,7875円,58分,118.2%,94件
22,2250-2299,8595円,51分,122.4%,80件
23,2300-2349,7731円,48分,121.6%,109件
24,2350-2399,9684円,43分,130.2%,119件
25,2400-2449,9949円,40分,133.1%,91件
26,2450-2499,10040円,43分,131.4%,85件
27,2500-2549,9860円,43分,130.6%,77件
28,2550-2599,11318円,38分,139.3%,86件
29,2600-2649,10618円,38分,137.1%,80件
30,2650-2699,11591円,37分,142.1%,72件
31,2700-2749,11615円,35分,144.1%,75件
32,2750-2799,12280円,32分,150.9%,71件
33,2800-2849,12341円,29分,156.4%,67件
34,2850-2899,14235円,27分,169.9%,86件
35,2900-2949,14880円,22分,188.6%,63件
