,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,200-249,-885円,152分,99.2%,6472件
1,250-299,-653円,153分,99.4%,5603件
2,300-349,-570円,153分,99.5%,5503件
3,350-399,-410円,150分,99.6%,5292件
4,400-449,-442円,148分,99.6%,5209件
5,450-499,-45円,145分,100%,5105件
6,500-549,60円,144分,100.1%,5014件
7,550-599,240円,141分,100.2%,5000件
8,600-649,358円,140分,100.3%,4883件
9,650-699,515円,139分,100.5%,4739件
10,700-749,362円,136分,100.4%,5136件
11,750-799,910円,134分,100.9%,5425件
12,800-849,904円,131分,100.9%,5057件
13,850-899,1266円,129分,101.3%,5010件
14,900-949,1288円,127分,101.3%,4745件
15,950-999,1202円,125分,101.3%,4653件
16,1000-1049,1484円,122分,101.6%,4441件
17,1050-1099,1751円,119分,102%,4329件
18,1100-1149,1860円,118分,102.1%,4157件
19,1150-1199,2229円,115分,102.6%,4100件
20,1200-1249,2114円,112分,102.5%,4064件
21,1250-1299,2090円,111分,102.5%,3954件
22,1300-1349,2369円,107分,102.9%,3805件
23,1350-1399,2603円,106分,103.3%,3801件
24,1400-1449,2989円,104分,103.8%,3716件
25,1450-1499,3003円,100分,104%,3647件
26,1500-1549,3188円,99分,104.3%,3522件
27,1550-1599,3292円,95分,104.6%,3467件
28,1600-1649,3326円,93分,104.8%,3373件
29,1650-1699,3539円,91分,105.2%,3216件
30,1700-1749,3383円,88分,105.2%,3276件
31,1750-1799,3882円,84分,106.2%,3225件
32,1800-1849,3700円,81分,106.1%,2984件
33,1850-1899,4410円,78分,107.6%,3048件
34,1900-1949,4505円,75分,108%,2970件
35,1950-1999,4368円,72分,108.1%,2867件
36,2000-2049,4504円,70分,108.6%,2784件
37,2050-2099,4719円,67分,109.4%,2706件
38,2100-2149,4834円,63分,110.2%,2647件
39,2150-2199,5302円,59分,111.9%,2543件
40,2200-2249,5622円,56分,113.3%,2522件
41,2250-2299,5575円,54分,113.8%,2456件
42,2300-2349,5964円,50分,115.9%,2365件
43,2350-2399,6157円,47分,117.4%,2424件
44,2400-2449,6491円,45分,119.2%,2266件
45,2450-2499,6509円,44分,119.7%,1926件
