,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,1137円,142分,101.1%,21件
1,750-799,2858円,123分,103.1%,29件
2,800-849,1934円,146分,101.8%,45件
3,850-899,5429円,129分,105.6%,41件
4,900-949,1764円,131分,101.8%,47件
5,950-999,2776円,136分,102.7%,52件
6,1000-1049,3490円,131分,103.5%,67件
7,1050-1099,2817円,121分,103.1%,70件
8,1100-1149,2637円,122分,102.9%,82件
9,1150-1199,3898円,122分,104.2%,96件
10,1200-1249,2914円,119分,103.3%,102件
11,1250-1299,4502円,109分,105.5%,101件
12,1300-1349,4330円,112分,105.1%,108件
13,1350-1399,4252円,107分,105.3%,101件
14,1400-1449,3873円,103分,105%,110件
15,1450-1499,2882円,104分,103.7%,131件
16,1500-1549,3652円,101分,104.8%,113件
17,1550-1599,4017円,96分,105.6%,144件
18,1600-1649,4517円,93分,106.4%,130件
19,1650-1699,4967円,93分,107.1%,138件
20,1700-1749,5508円,93分,107.9%,127件
21,1750-1799,5009円,86分,107.7%,113件
22,1800-1849,4570円,82分,107.4%,144件
23,1850-1899,4927円,78分,108.4%,139件
24,1900-1949,4265円,78分,107.3%,125件
25,1950-1999,6460円,73分,111.8%,126件
26,2000-2049,5234円,69分,110.1%,93件
27,2050-2099,3724円,69分,107.2%,98件
28,2100-2149,5671円,68分,111.1%,90件
29,2150-2199,6556円,63分,114%,91件
30,2200-2249,6417円,55分,115.6%,106件
31,2250-2299,7019円,52分,118%,87件
32,2300-2349,7155円,47分,120.1%,83件
33,2350-2399,6358円,47分,118.1%,86件
34,2400-2449,7320円,44分,122%,81件
35,2450-2499,6760円,43分,120.8%,64件
36,2500-2549,7240円,44分,122.1%,80件
37,2550-2599,7652円,43分,123.8%,76件
38,2600-2649,8387円,39分,128.8%,66件
39,2650-2699,9654円,37分,134.6%,60件
40,2700-2749,9517円,35分,136.5%,51件
41,2750-2799,10875円,31分,147.1%,54件
42,2800-2849,11577円,30分,151.3%,74件
43,2850-2899,12140円,26分,161.2%,63件
44,2900-2949,13791円,23分,180.3%,47件
