,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,7300円,106分,109.2%,620件
1,1500-1549,6468円,105分,108.2%,628件
2,1550-1599,6843円,101分,109.1%,670件
3,1600-1649,6718円,97分,109.3%,609件
4,1650-1699,6770円,95分,109.5%,614件
5,1700-1749,7419円,91分,110.9%,588件
6,1750-1799,7872円,89分,111.8%,564件
7,1800-1849,7226円,88分,111%,504件
8,1850-1899,7739円,82分,112.5%,551件
9,1900-1949,8454円,82分,113.8%,515件
10,1950-1999,7566円,75分,113.5%,505件
11,2000-2049,7704円,73分,114.1%,457件
12,2050-2099,7566円,68分,114.8%,463件
13,2100-2149,8266円,63分,117.4%,470件
14,2150-2199,8467円,60分,118.8%,460件
15,2200-2249,7370円,56分,117.5%,465件
16,2250-2299,8124円,54分,120.2%,439件
17,2300-2349,8187円,51分,121.2%,429件
18,2350-2399,8605円,47分,124.3%,444件
19,2400-2449,8240円,46分,123.9%,370件
20,2450-2499,8861円,44分,126.9%,429件
21,2500-2549,9259円,44分,128.2%,376件
22,2550-2599,9915円,41分,132.3%,379件
23,2600-2649,10223円,41分,133.5%,334件
24,2650-2699,10204円,38分,135.7%,367件
25,2700-2749,11029円,36分,140.7%,306件
26,2750-2799,12139円,33分,149.3%,325件
27,2800-2849,12841円,30分,157.9%,310件
28,2850-2899,13732円,28分,166.1%,278件
29,2900-2949,14884円,25分,180.1%,183件
