,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,1265円,150分,101.1%,2137件
1,550-599,1333円,148分,101.2%,1948件
2,600-649,1270円,147分,101.2%,1799件
3,650-699,1722円,142分,101.6%,1732件
4,700-749,1420円,143分,101.3%,1538件
5,750-799,1916円,140分,101.8%,1513件
6,800-849,2331円,137分,102.3%,1385件
7,850-899,2755円,134分,102.7%,1321件
8,900-949,2203円,132分,102.2%,2348件
9,950-999,2336円,131分,102.4%,1355件
10,1000-1049,2335円,127分,102.4%,1408件
11,1050-1099,2783円,126分,102.9%,1223件
12,1100-1149,3143円,124分,103.4%,1105件
13,1150-1199,3066円,120分,103.4%,1078件
14,1200-1249,3010円,119分,103.4%,1066件
15,1250-1299,2604円,116分,103%,966件
16,1300-1349,3509円,113分,104.1%,980件
17,1350-1399,4304円,111分,105.2%,879件
18,1400-1449,3647円,108分,104.5%,893件
19,1450-1499,3799円,104分,104.8%,910件
20,1500-1549,3881円,101分,105.1%,885件
21,1550-1599,4060円,98分,105.5%,901件
22,1600-1649,4895円,95分,106.9%,859件
23,1650-1699,5004円,93分,107.2%,841件
24,1700-1749,4694円,92分,106.8%,730件
25,1750-1799,5140円,87分,107.9%,778件
26,1800-1849,5358円,86分,108.3%,729件
27,1850-1899,5007円,81分,108.3%,709件
28,1900-1949,5405円,78分,109.2%,684件
29,1950-1999,5553円,75分,109.9%,675件
30,2000-2049,6144円,70分,111.7%,674件
31,2050-2099,5958円,67分,111.8%,658件
32,2100-2149,5371円,63分,111.4%,663件
33,2150-2199,6027円,61分,113.3%,615件
34,2200-2249,6159円,58分,114.1%,623件
35,2250-2299,6673円,54分,116.6%,645件
36,2300-2349,6252円,51分,116.3%,548件
37,2350-2399,6190円,48分,117%,571件
38,2400-2449,6959円,47分,119.8%,546件
39,2450-2499,7526円,44分,122.6%,542件
40,2500-2549,8016円,43分,124.6%,493件
41,2550-2599,7691円,42分,124.4%,519件
42,2600-2649,8802円,39分,129.8%,452件
43,2650-2699,9485円,38分,133.6%,460件
44,2700-2749,10046円,35分,138.7%,439件
45,2750-2799,10688円,33分,143%,389件
46,2800-2849,11861円,30分,153.4%,304件
47,2850-2899,12741円,26分,166%,276件
48,2900-2949,13120円,23分,176.5%,201件
