,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,1341円,148分,101.2%,118件
1,550-599,3093円,141分,102.9%,199件
2,600-649,2339円,144分,102.2%,342件
3,650-699,2261円,142分,102.1%,429件
4,700-749,3468円,135分,103.4%,451件
5,750-799,2685円,134分,102.7%,432件
6,800-849,2627円,134分,102.6%,455件
7,850-899,3145円,130分,103.2%,459件
8,900-949,2978円,132分,103%,476件
9,950-999,3724円,126分,103.9%,476件
10,1000-1049,3162円,127分,103.3%,444件
11,1050-1099,4428円,121分,104.9%,444件
12,1100-1149,3755円,122分,104.1%,543件
13,1150-1199,4017円,117分,104.6%,521件
14,1200-1249,3811円,115分,104.4%,558件
15,1250-1299,4602円,113分,105.4%,444件
16,1300-1349,3880円,108分,104.8%,467件
17,1350-1399,4491円,110分,105.5%,402件
18,1400-1449,4453円,105分,105.7%,405件
19,1450-1499,4543円,104分,105.8%,336件
20,1500-1549,4573円,98分,106.2%,329件
21,1550-1599,5548円,97分,107.6%,345件
22,1600-1649,5607円,93分,108%,290件
23,1650-1699,5347円,93分,107.7%,304件
24,1700-1749,5852円,89分,108.8%,324件
25,1750-1799,5601円,85分,108.8%,320件
26,1800-1849,5743円,85分,109%,314件
27,1850-1899,6034円,80分,110.1%,240件
28,1900-1949,6209円,76分,110.9%,255件
29,1950-1999,6946円,73分,112.7%,251件
30,2000-2049,7522円,70分,114.3%,254件
31,2050-2099,6390円,67分,112.7%,242件
32,2100-2149,7091円,64分,114.8%,230件
33,2150-2199,7265円,58分,116.6%,227件
34,2200-2249,7129円,53分,118%,232件
35,2250-2299,7290円,49分,119.7%,207件
36,2300-2349,7923円,45分,123.4%,203件
37,2350-2399,7785円,45分,123.1%,187件
38,2400-2449,7856円,42分,124.8%,187件
39,2450-2499,8890円,40分,129.6%,171件
40,2500-2549,8814円,41分,128.7%,177件
41,2550-2599,9544円,40分,132%,159件
42,2600-2649,9691円,39分,133.4%,164件
43,2650-2699,9868円,36分,136.6%,157件
44,2700-2749,10357円,34分,140.2%,158件
45,2750-2799,11014円,32分,146%,136件
46,2800-2849,11864円,29分,154.2%,125件
47,2850-2899,12664円,26分,164.1%,157件
48,2900-2949,13493円,23分,179.7%,128件
