,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1000-1049,3567円,129分,103.7%,1837件
1,1050-1099,3229円,127分,103.4%,1777件
2,1100-1149,3353円,125分,103.6%,1672件
3,1150-1199,3927円,121分,104.3%,1710件
4,1200-1249,4603円,119分,105.1%,1539件
5,1250-1299,3947円,117分,104.5%,1573件
6,1300-1349,4505円,113分,105.3%,1592件
7,1350-1399,3933円,111分,104.7%,1507件
8,1400-1449,4319円,109分,105.3%,1543件
9,1450-1499,4955円,105分,106.3%,1458件
10,1500-1549,4918円,103分,106.4%,1454件
11,1550-1599,5078円,100分,106.8%,1335件
12,1600-1649,5098円,96分,107%,1347件
13,1650-1699,5392円,95分,107.5%,1269件
14,1700-1749,4854円,92分,107%,1261件
15,1750-1799,5335円,88分,108%,1192件
16,1800-1849,5518円,85分,108.7%,1204件
17,1850-1899,5378円,82分,108.8%,1177件
18,1900-1949,5549円,78分,109.4%,1119件
19,1950-1999,5422円,74分,109.8%,1143件
20,2000-2049,5886円,72分,110.9%,1100件
21,2050-2099,5768円,69分,111.1%,1087件
22,2100-2149,6353円,66分,112.8%,1076件
23,2150-2199,6269円,63分,113.3%,988件
24,2200-2249,6011円,59分,113.5%,970件
25,2250-2299,6458円,57分,115.2%,960件
26,2300-2349,6836円,52分,117.6%,968件
27,2350-2399,6963円,50分,118.7%,885件
28,2400-2449,7128円,47分,120.3%,938件
29,2450-2499,7790円,45分,123%,844件
30,2500-2549,8174円,44分,124.6%,826件
31,2550-2599,8656円,42分,127.3%,786件
32,2600-2649,9229円,41分,130.1%,700件
33,2650-2699,9935円,38分,134.9%,584件
34,2700-2749,10607円,35分,139.8%,514件
35,2750-2799,11281円,32分,146.4%,397件
36,2800-2849,12325円,30分,155.3%,300件
37,2850-2899,13242円,26分,167.1%,266件
38,2900-2949,14310円,24分,179.9%,182件
