,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,4294円,141分,104.1%,156件
1,650-699,3862円,142分,103.6%,288件
2,700-749,3758円,141分,103.6%,366件
3,750-799,5361円,132分,105.4%,384件
4,800-849,4407円,131分,104.5%,363件
5,850-899,4673円,132分,104.7%,402件
6,900-949,4682円,130分,104.8%,380件
7,950-999,4509円,131分,104.6%,398件
8,1000-1049,5549円,122分,106%,414件
9,1050-1099,4811円,124分,105.2%,374件
10,1100-1149,5830円,119分,106.6%,365件
11,1150-1199,5094円,121分,105.6%,444件
12,1200-1249,5424円,114分,106.3%,429件
13,1250-1299,5649円,113分,106.7%,466件
14,1300-1349,6156円,112分,107.3%,363件
15,1350-1399,5386円,106分,106.8%,391件
16,1400-1449,6213円,108分,107.7%,327件
17,1450-1499,5907円,102分,107.7%,329件
18,1500-1549,6086円,102分,108%,288件
19,1550-1599,5691円,95分,108%,280件
20,1600-1649,7144円,94分,110.2%,285件
21,1650-1699,6672円,91分,109.8%,230件
22,1700-1749,6742円,90分,110%,256件
23,1750-1799,7739円,85分,112.1%,278件
24,1800-1849,6893円,82分,111.1%,272件
25,1850-1899,6849円,82分,111.1%,261件
26,1900-1949,7315円,79分,112.3%,199件
27,1950-1999,7276円,74分,113.2%,214件
28,2000-2049,8164円,70分,115.6%,202件
29,2050-2099,8710円,68分,117.2%,207件
30,2100-2149,7571円,64分,115.8%,203件
31,2150-2199,8233円,60分,118.3%,196件
32,2200-2249,8304円,53分,120.7%,191件
33,2250-2299,8260円,49分,122.4%,201件
34,2300-2349,8222円,45分,124.2%,179件
35,2350-2399,9301円,42分,129.4%,176件
36,2400-2449,9221円,41分,129.7%,158件
37,2450-2499,8722円,41分,128.2%,154件
38,2500-2549,10118円,38分,135.6%,142件
39,2550-2599,10032円,39分,133.9%,144件
40,2600-2649,10842円,37分,138.8%,138件
41,2650-2699,10966円,37分,139.8%,136件
42,2700-2749,11117円,33分,144.5%,132件
43,2750-2799,11528円,32分,148.3%,134件
44,2800-2849,12413円,30分,155.4%,112件
45,2850-2899,13221円,26分,167%,100件
46,2900-2949,14114円,24分,179.5%,122件
