,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,50-99,-2517円,165分,98%,21771件
1,100-149,-2093円,162分,98.3%,11522件
2,150-199,-1572円,155分,98.7%,8081件
3,200-249,-1520円,152分,98.7%,6472件
4,250-299,-1300円,153分,98.9%,5603件
5,300-349,-1214円,152分,98.9%,5503件
6,350-399,-1041円,149分,99.1%,5292件
7,400-449,-1066円,147分,99%,5209件
8,450-499,-658円,144分,99.4%,5105件
9,500-549,-549円,143分,99.5%,5014件
10,550-599,-361円,141分,99.7%,5000件
11,600-649,-238円,139分,99.8%,4883件
12,650-699,-79円,138分,99.9%,4739件
13,700-749,-218円,135分,99.8%,5136件
14,750-799,333円,133分,100.3%,5425件
15,800-849,338円,131分,100.3%,5057件
16,850-899,709円,128分,100.7%,5010件
17,900-949,736円,127分,100.8%,4745件
18,950-999,662円,124分,100.7%,4653件
19,1000-1049,952円,122分,101%,4441件
20,1050-1099,1229円,119分,101.4%,4329件
21,1100-1149,1342円,118分,101.5%,4157件
22,1150-1199,1720円,115分,102%,4100件
23,1200-1249,1619円,112分,101.9%,4064件
24,1250-1299,1602円,111分,101.9%,3954件
25,1300-1349,1896円,107分,102.4%,3805件
26,1350-1399,2131円,105分,102.7%,3801件
27,1400-1449,2521円,104分,103.2%,3716件
28,1450-1499,2554円,100分,103.4%,3647件
29,1500-1549,2743円,98分,103.7%,3522件
30,1550-1599,2861円,95分,104%,3467件
31,1600-1649,2908円,92分,104.2%,3373件
32,1650-1699,3128円,90分,104.6%,3216件
33,1700-1749,2989円,87分,104.6%,3276件
34,1750-1799,3499円,84分,105.6%,3225件
35,1800-1849,3334円,80分,105.5%,2984件
36,1850-1899,4050円,77分,107%,3048件
37,1900-1949,4156円,75分,107.4%,2970件
38,1950-1999,4034円,72分,107.5%,2867件
39,2000-2049,4181円,69分,108%,2784件
40,2050-2099,4407円,66分,108.9%,2706件
41,2100-2149,4536円,63分,109.6%,2647件
42,2150-2199,5018円,59分,111.3%,2543件
43,2200-2249,5350円,56分,112.8%,2522件
44,2250-2299,5314円,54分,113.2%,2456件
45,2300-2349,5715円,50分,115.3%,2365件
46,2350-2399,5919円,47分,116.8%,2424件
47,2400-2449,6260円,45分,118.6%,2266件
48,2450-2499,6279円,44分,119.1%,1926件
