,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,4396円,119分,104.9%,2722件
1,1200-1249,4509円,119分,105.1%,2612件
2,1250-1299,4787円,116分,105.5%,2542件
3,1300-1349,4743円,113分,105.6%,2508件
4,1350-1399,4433円,111分,105.3%,2507件
5,1400-1449,4973円,106分,106.2%,2425件
6,1450-1499,4951円,106分,106.3%,2301件
7,1500-1549,5223円,103分,106.8%,2342件
8,1550-1599,5290円,99分,107.1%,2209件
9,1600-1649,5386円,97分,107.4%,2222件
10,1650-1699,5420円,94分,107.7%,2219件
11,1700-1749,5461円,91分,108%,2115件
12,1750-1799,5702円,89分,108.6%,1986件
13,1800-1849,5453円,85分,108.5%,2068件
14,1850-1899,5732円,81分,109.4%,2019件
15,1900-1949,5358円,78分,109.2%,1810件
16,1950-1999,6164円,74分,111%,1886件
17,2000-2049,6292円,72分,111.7%,1791件
18,2050-2099,6178円,68分,112%,1776件
19,2100-2149,6160円,65分,112.6%,1744件
20,2150-2199,6337円,62分,113.5%,1721件
21,2200-2249,6508円,59分,114.8%,1634件
22,2250-2299,6681円,55分,116.1%,1564件
23,2300-2349,7171円,51分,118.8%,1568件
24,2350-2399,6961円,49分,118.8%,1524件
25,2400-2449,7440円,46分,121.3%,1490件
26,2450-2499,7851円,45分,123.5%,1488件
27,2500-2549,8186円,44分,125%,1410件
28,2550-2599,8197円,43分,125.3%,1177件
