,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,200-249,-1402円,160分,98.8%,3266件
1,250-299,-1452円,158分,98.8%,4200件
2,300-349,-1535円,158分,98.7%,3691件
3,350-399,-915円,154分,99.2%,3484件
4,400-449,-842円,154分,99.3%,3070件
5,450-499,-757円,152分,99.3%,2818件
6,500-549,-570円,150分,99.5%,2639件
7,550-599,-120円,145分,99.9%,2510件
8,600-649,-541円,146分,99.5%,2204件
9,650-699,-147円,143分,99.9%,2147件
10,700-749,446円,140分,100.4%,2020件
11,750-799,696円,138分,100.7%,1906件
12,800-849,464円,135分,100.5%,3452件
13,850-899,546円,135分,100.5%,1960件
14,900-949,554円,132分,100.6%,2026件
15,950-999,875円,129分,100.9%,1730件
16,1000-1049,1135円,128分,101.2%,1550件
17,1050-1099,1395円,124分,101.5%,1536件
18,1100-1149,912円,123分,101%,1487件
19,1150-1199,1024円,120分,101.1%,1361件
20,1200-1249,1827円,116分,102.1%,1414件
21,1250-1299,2353円,115分,102.7%,1270件
22,1300-1349,1982円,113分,102.3%,1304件
23,1350-1399,2162円,109分,102.6%,1291件
24,1400-1449,2170円,106分,102.7%,1262件
25,1450-1499,2235円,104分,102.9%,1265件
26,1500-1549,3064円,100分,104.1%,1203件
27,1550-1599,3143円,97分,104.3%,1196件
28,1600-1649,3339円,96分,104.7%,1086件
29,1650-1699,3391円,92分,104.9%,1111件
30,1700-1749,3529円,91分,105.2%,1040件
31,1750-1799,3242円,87分,105%,1045件
32,1800-1849,3714円,84分,105.9%,973件
33,1850-1899,4097円,80分,106.8%,1013件
34,1900-1949,4002円,77分,107%,963件
35,1950-1999,4330円,74分,107.9%,934件
36,2000-2049,4198円,69分,108.1%,952件
37,2050-2099,4603円,67分,109.2%,892件
38,2100-2149,4644円,65分,109.6%,895件
39,2150-2199,5183円,61分,111.3%,909件
40,2200-2249,5236円,58分,112.1%,800件
41,2250-2299,4907円,54分,112.1%,799件
42,2300-2349,5519円,52分,114.3%,786件
43,2350-2399,6051円,48分,117%,791件
44,2400-2449,6456円,46分,118.6%,730件
45,2450-2499,6273円,45分,118.7%,755件
46,2500-2549,7226円,42分,122.7%,696件
47,2550-2599,7699円,42分,124.7%,679件
48,2600-2649,8082円,39分,127.3%,634件
49,2650-2699,8658円,38分,130.5%,574件
50,2700-2749,9574円,35分,137%,479件
51,2750-2799,10317円,32分,143.4%,412件
52,2800-2849,10888円,29分,150.7%,329件
53,2850-2899,12228円,26分,163.2%,242件
54,2900-2949,13106円,22分,179.3%,188件
