,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1600-1649,11966円,100分,116%,18件
1,1650-1699,10020円,100分,113.4%,22件
2,1700-1749,11364円,85分,117.8%,26件
3,1750-1799,11968円,95分,116.8%,18件
4,1800-1849,11105円,92分,116.1%,24件
5,1850-1899,12484円,77分,121.6%,22件
6,1900-1949,11413円,74分,120.7%,23件
7,1950-1999,7817円,66分,115.7%,19件
8,2000-2049,11283円,71分,121.1%,20件
9,2050-2099,12095円,69分,123.3%,32件
10,2100-2149,13000円,60分,128.9%,26件
11,2150-2199,10163円,59分,123%,29件
12,2200-2249,10343円,53分,126.1%,26件
13,2250-2299,11304円,48分,131.4%,16件
14,2300-2349,11102円,43分,134.6%,25件
15,2350-2399,10526円,36分,139.2%,28件
16,2400-2449,10423円,40分,134.5%,22件
17,2450-2499,8723円,43分,126.9%,31件
18,2500-2549,8342円,45分,124.9%,20件
19,2550-2599,10243円,39分,135.1%,30件
20,2600-2649,8813円,41分,128.7%,32件
21,2650-2699,11152円,33分,144.4%,31件
22,2700-2749,11688円,32分,149.4%,21件
23,2750-2799,12182円,31分,152.4%,20件
24,2800-2849,12807円,30分,156.7%,18件
25,2850-2899,13667円,25分,171.9%,14件
26,2900-2949,13775円,23分,180.5%,17件
