,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,862円,150分,100.8%,2078件
1,450-499,943円,151分,100.8%,2172件
2,500-549,1130円,148分,101%,2171件
3,550-599,992円,147分,100.9%,2160件
4,600-649,1092円,144分,101%,2136件
5,650-699,2062円,141分,102%,2149件
6,700-749,1118円,140分,101.1%,2480件
7,750-799,1670円,137分,101.6%,2425件
8,800-849,1440円,135分,101.4%,2420件
9,850-899,2125円,132分,102.1%,2269件
10,900-949,1958円,131分,102%,2168件
11,950-999,2199円,129分,102.3%,1910件
12,1000-1049,2282円,127分,102.4%,1854件
13,1050-1099,2505円,126分,102.6%,1723件
14,1100-1149,2221円,120分,102.5%,1605件
15,1150-1199,2871円,120分,103.2%,1615件
16,1200-1249,2995円,117分,103.4%,1513件
17,1250-1299,3048円,116分,103.5%,1436件
18,1300-1349,3030円,112分,103.6%,1493件
19,1350-1399,3709円,108分,104.6%,1463件
20,1400-1449,2997円,105分,103.8%,1346件
21,1450-1499,3878円,104分,105%,1168件
22,1500-1549,3917円,102分,105.1%,1192件
23,1550-1599,4047円,100分,105.4%,1206件
24,1600-1649,3910円,95分,105.5%,1112件
25,1650-1699,4369円,92分,106.4%,1160件
26,1700-1749,4516円,89分,106.8%,1045件
27,1750-1799,5162円,86分,108%,1053件
28,1800-1849,4540円,82分,107.4%,1044件
29,1850-1899,4832円,80分,108%,949件
30,1900-1949,4855円,76分,108.5%,984件
31,1950-1999,4879円,76分,108.6%,939件
32,2000-2049,5369円,71分,110.1%,909件
33,2050-2099,5925円,68分,111.6%,850件
34,2100-2149,5738円,65分,111.8%,886件
35,2150-2199,6098円,62分,113.1%,791件
36,2200-2249,5707円,59分,113%,773件
37,2250-2299,6034円,55分,114.6%,717件
38,2300-2349,6512円,50分,117.3%,733件
39,2350-2399,6368円,48分,117.8%,717件
40,2400-2449,6703円,46分,119.3%,676件
41,2450-2499,7584円,44分,123%,734件
42,2500-2549,8070円,42分,125.6%,688件
43,2550-2599,7985円,41分,126.1%,676件
44,2600-2649,8865円,39分,130.4%,600件
45,2650-2699,9325円,37分,133.6%,592件
46,2700-2749,10106円,34分,139.2%,530件
47,2750-2799,10734円,33分,144%,482件
48,2800-2849,11750円,29分,153.5%,420件
49,2850-2899,12463円,26分,164%,364件
50,2900-2949,13399円,23分,176.7%,278件
