,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,-51円,145分,100%,112件
1,650-699,270円,142分,100.3%,135件
2,700-749,264円,133分,100.3%,156件
3,750-799,-1348円,137分,98.7%,189件
4,800-849,1226円,132分,101.2%,210件
5,850-899,468円,132分,100.5%,229件
6,900-949,1358円,126分,101.4%,272件
7,950-999,85円,130分,100.1%,277件
8,1000-1049,1180円,127分,101.2%,269件
9,1050-1099,1942円,121分,102.1%,311件
10,1100-1149,673円,123分,100.7%,327件
11,1150-1199,1061円,118分,101.2%,360件
12,1200-1249,2421円,113分,102.8%,353件
13,1250-1299,2432円,116分,102.8%,351件
14,1300-1349,2214円,109分,102.7%,342件
15,1350-1399,3079円,102分,104%,343件
16,1400-1449,2655円,104分,103.4%,330件
17,1450-1499,2874円,102分,103.7%,334件
18,1500-1549,2817円,100分,103.8%,283件
19,1550-1599,2190円,98分,103%,273件
20,1600-1649,2910円,95分,104.1%,274件
21,1650-1699,3511円,90分,105.2%,286件
22,1700-1749,3512円,88分,105.3%,249件
23,1750-1799,3062円,86分,104.7%,255件
24,1800-1849,3939円,85分,106.2%,263件
25,1850-1899,4337円,78分,107.4%,223件
26,1900-1949,4764円,79分,108%,199件
27,1950-1999,4740円,72分,108.8%,216件
28,2000-2049,5975円,68分,111.7%,197件
29,2050-2099,3708円,68分,107.3%,173件
30,2100-2149,5829円,61分,112.7%,162件
31,2150-2199,4950円,58分,111.5%,179件
32,2200-2249,5406円,54分,113.3%,184件
33,2250-2299,6626円,49分,118.2%,164件
34,2300-2349,6395円,49分,117.6%,157件
35,2350-2399,5695円,47分,116.2%,143件
36,2400-2449,7324円,42分,123.1%,140件
37,2450-2499,6423円,45分,119.1%,140件
38,2500-2549,7419円,41分,124%,123件
39,2550-2599,8077円,40分,126.7%,130件
40,2600-2649,7754円,39分,126.2%,114件
41,2650-2699,8792円,35分,133.2%,120件
42,2700-2749,9673円,34分,137.9%,145件
43,2750-2799,10067円,31分,142.9%,124件
44,2800-2849,11010円,28分,151.8%,110件
45,2850-2899,12692円,25分,167.2%,107件
46,2900-2949,12859円,23分,173.5%,102件
