,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1000-1049,5257円,126分,105.5%,260件
1,1050-1099,4714円,125分,105%,229件
2,1100-1149,4875円,124分,105.2%,283件
3,1150-1199,4941円,124分,105.3%,267件
4,1200-1249,4946円,118分,105.6%,305件
5,1250-1299,4003円,117分,104.6%,323件
6,1300-1349,4830円,115分,105.6%,312件
7,1350-1399,5163円,111分,106.2%,265件
8,1400-1449,4576円,113分,105.4%,278件
9,1450-1499,5172円,104分,106.6%,293件
10,1500-1549,4720円,105分,106%,286件
11,1550-1599,5928円,98分,108%,285件
12,1600-1649,4879円,95分,106.8%,275件
13,1650-1699,6766円,92分,109.8%,276件
14,1700-1749,6927円,91分,110.1%,296件
15,1750-1799,6122円,87分,109.4%,246件
16,1800-1849,6141円,85分,109.7%,252件
17,1850-1899,6485円,80分,110.8%,230件
18,1900-1949,6520円,76分,111.5%,230件
19,1950-1999,7557円,74分,113.7%,208件
20,2000-2049,7096円,71分,113.3%,201件
21,2050-2099,7089円,65分,114.5%,187件
22,2100-2149,7278円,65分,114.9%,185件
23,2150-2199,7668円,60分,117%,185件
24,2200-2249,6598円,59分,114.8%,175件
25,2250-2299,4989円,60分,111.2%,160件
26,2300-2349,7230円,50分,119.3%,155件
27,2350-2399,7135円,49分,119.6%,152件
28,2400-2449,7545円,46分,121.9%,152件
29,2450-2499,7936円,45分,123.3%,153件
30,2500-2549,8135円,43分,125.1%,127件
31,2550-2599,8372円,41分,127.2%,147件
32,2600-2649,8834円,41分,128.5%,121件
33,2650-2699,10169円,36分,137.2%,127件
34,2700-2749,10982円,35分,141.8%,100件
35,2750-2799,11483円,33分,146.6%,119件
36,2800-2849,12042円,32分,149.9%,104件
37,2850-2899,13470円,27分,167%,100件
38,2900-2949,14900円,23分,185%,91件
