,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,8530円,125分,109.1%,20件
1,1250-1299,7160円,103分,109.3%,28件
2,1300-1349,11150円,108分,113.7%,28件
3,1350-1399,8454円,103分,110.9%,28件
4,1400-1449,7496円,98分,110.2%,23件
5,1450-1499,9417円,95分,113.2%,35件
6,1500-1549,8570円,96分,111.9%,34件
7,1550-1599,10735円,90分,116%,39件
8,1600-1649,10820円,92分,115.6%,47件
9,1650-1699,8383円,92分,112.1%,41件
10,1700-1749,9182円,88分,114%,50件
11,1750-1799,8639円,87分,113.3%,50件
12,1800-1849,10194円,82分,116.6%,54件
13,1850-1899,10953円,74分,119.8%,47件
14,1900-1949,8629円,80分,114.3%,46件
15,1950-1999,10378円,72分,119.3%,44件
16,2000-2049,8772円,73分,116.1%,48件
17,2050-2099,9425円,66分,119.1%,44件
18,2100-2149,8729円,63分,118.3%,42件
19,2150-2199,10902円,58分,124.9%,35件
20,2200-2249,11569円,58分,126.6%,50件
21,2250-2299,9427円,50分,125.2%,27件
22,2300-2349,9784円,47分,127.5%,44件
23,2350-2399,11667円,40分,138.5%,40件
24,2400-2449,12947円,32分,153.4%,36件
25,2450-2499,8767円,42分,128.2%,24件
26,2500-2549,12570円,32分,153.2%,31件
27,2550-2599,11884円,29分,154.7%,24件
28,2600-2649,12054円,33分,149%,26件
29,2650-2699,12061円,32分,150.5%,22件
30,2700-2749,13147円,30分,158.4%,33件
31,2750-2799,13741円,26分,170.6%,29件
32,2800-2849,13513円,29分,163%,24件
33,2850-2899,14175円,24分,179%,23件
34,2900-2949,14460円,22分,186%,25件
