,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,4536円,123分,104.9%,25件
1,950-999,5577円,129分,105.7%,28件
2,1000-1049,3472円,117分,104%,34件
3,1050-1099,5377円,125分,105.7%,38件
4,1100-1149,4714円,111分,105.7%,48件
5,1150-1199,7049円,113分,108.4%,39件
6,1200-1249,5448円,116分,106.2%,53件
7,1250-1299,3499円,107分,104.4%,50件
8,1300-1349,5362円,105分,106.8%,48件
9,1350-1399,6570円,103分,108.5%,65件
10,1400-1449,5686円,106分,107.2%,72件
11,1450-1499,6434円,101分,108.5%,74件
12,1500-1549,6071円,104分,107.8%,71件
13,1550-1599,5210円,97分,107.1%,83件
14,1600-1649,5386円,97分,107.4%,91件
15,1650-1699,6228円,89分,109.4%,84件
16,1700-1749,6898円,88分,110.5%,74件
17,1750-1799,5547円,91分,108.2%,82件
18,1800-1849,7059円,80分,111.7%,75件
19,1850-1899,6692円,83分,110.7%,82件
20,1900-1949,7981円,76分,114%,85件
21,1950-1999,6078円,74分,111%,75件
22,2000-2049,7690円,66分,115.4%,67件
23,2050-2099,8909円,69分,117.3%,83件
24,2100-2149,7652円,62分,116.4%,61件
25,2150-2199,5487円,61分,112%,62件
26,2200-2249,7632円,53分,119.2%,59件
27,2250-2299,9774円,46分,128.4%,67件
28,2300-2349,7361円,46分,121.1%,43件
29,2350-2399,8964円,41分,128.9%,48件
30,2400-2449,9050円,37分,132.7%,41件
31,2450-2499,8397円,42分,126.7%,38件
32,2500-2549,8974円,37分,131.9%,50件
33,2550-2599,10101円,36分,137%,53件
34,2600-2649,10197円,35分,138.5%,51件
35,2650-2699,9828円,38分,134.8%,39件
36,2700-2749,10404円,34分,141%,40件
37,2750-2799,11019円,31分,146.7%,45件
38,2800-2849,11428円,28分,154.3%,41件
39,2850-2899,12597円,26分,165.7%,28件
40,2900-2949,12636円,21分,181.3%,36件
