,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,1157円,141分,101.1%,75件
1,650-699,2394円,140分,102.3%,124件
2,700-749,2562円,138分,102.5%,252件
3,750-799,2473円,135分,102.4%,306件
4,800-849,4118円,127分,104.3%,315件
5,850-899,3109円,129分,103.2%,297件
6,900-949,3670円,125分,103.9%,340件
7,950-999,3595円,126分,103.8%,325件
8,1000-1049,3285円,127分,103.4%,331件
9,1050-1099,4411円,118分,105%,344件
10,1100-1149,3985円,120分,104.4%,322件
11,1150-1199,4653円,113分,105.5%,293件
12,1200-1249,3946円,117分,104.5%,362件
13,1250-1299,4486円,110分,105.5%,350件
14,1300-1349,4839円,109分,105.9%,394件
15,1350-1399,5013円,108分,106.2%,296件
16,1400-1449,4701円,102分,106.2%,328件
17,1450-1499,5757円,103分,107.4%,262件
18,1500-1549,5187円,98分,107.1%,279件
19,1550-1599,5700円,98分,107.8%,249件
20,1600-1649,5030円,90分,107.5%,232件
21,1650-1699,6436円,90分,109.5%,238件
22,1700-1749,6284円,87分,109.6%,199件
23,1750-1799,6372円,84分,110.1%,220件
24,1800-1849,7603円,80分,112.7%,234件
25,1850-1899,6348円,78分,110.8%,231件
26,1900-1949,6801円,78分,111.7%,217件
27,1950-1999,6830円,75分,112.2%,168件
28,2000-2049,7087円,69分,113.6%,182件
29,2050-2099,8093円,66分,116.4%,168件
30,2100-2149,8522円,63分,118%,180件
31,2150-2199,7196円,60分,116%,167件
32,2200-2249,8361円,55分,120.2%,169件
33,2250-2299,8140円,48分,122.4%,166件
34,2300-2349,7720円,44分,123.2%,164件
35,2350-2399,8854円,40分,129.3%,146件
36,2400-2449,9577円,38分,133.3%,145件
37,2450-2499,9445円,38分,132.9%,129件
38,2500-2549,8750円,39分,130.1%,126件
39,2550-2599,9755円,36分,136.3%,105件
40,2600-2649,10243円,36分,138.1%,120件
41,2650-2699,11344円,34分,144.5%,117件
42,2700-2749,10983円,34分,143.1%,113件
43,2750-2799,11573円,29分,152.8%,113件
44,2800-2849,11825円,29分,154.8%,111件
45,2850-2899,12801円,26分,164.8%,91件
46,2900-2949,13443円,22分,180.9%,74件
