,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,965円,152分,100.8%,18671件
1,400-449,1191円,152分,101%,5709件
2,450-499,1677円,149分,101.5%,3014件
3,500-549,1744円,146分,101.6%,2063件
4,550-599,1811円,146分,101.7%,1729件
5,600-649,1600円,144分,101.5%,1427件
6,650-699,1925円,142分,101.8%,1407件
7,700-749,2115円,138分,102%,1327件
8,750-799,2128円,138分,102.1%,1374件
9,800-849,2456円,134分,102.4%,1227件
10,850-899,2145円,132分,102.2%,1245件
11,900-949,2581円,130分,102.7%,1288件
12,950-999,2792円,130分,102.9%,1274件
13,1000-1049,2707円,126分,102.9%,1144件
14,1050-1099,3133円,121分,103.4%,1355件
15,1100-1149,3250円,119分,103.6%,1351件
16,1150-1199,3523円,118分,104%,1294件
17,1200-1249,4082円,116分,104.7%,1247件
18,1250-1299,4402円,115分,105.1%,1223件
19,1300-1349,3811円,112分,104.5%,1209件
20,1350-1399,3923円,109分,104.8%,1112件
21,1400-1449,4134円,105分,105.2%,1061件
22,1450-1499,4585円,104分,105.9%,998件
23,1500-1549,3996円,101分,105.3%,1018件
24,1550-1599,4750円,98分,106.5%,1023件
25,1600-1649,4545円,95分,106.4%,1003件
26,1650-1699,4885円,92分,107.1%,943件
27,1700-1749,4993円,89分,107.4%,864件
28,1750-1799,5309円,88分,108%,913件
29,1800-1849,5667円,83分,109.1%,863件
30,1850-1899,5398円,81分,108.9%,847件
31,1900-1949,5919円,78分,110.1%,867件
32,1950-1999,5925円,76分,110.4%,846件
33,2000-2049,6515円,72分,112%,772件
34,2050-2099,6437円,67分,112.8%,802件
35,2100-2149,6193円,63分,113.2%,787件
36,2150-2199,6151円,58分,114.3%,723件
37,2200-2249,6796円,55分,116.5%,719件
38,2250-2299,6913円,52分,117.8%,712件
39,2300-2349,6774円,48分,118.7%,678件
40,2350-2399,6932円,46分,120%,694件
41,2400-2449,7548円,43分,123.2%,652件
42,2450-2499,7686円,42分,124.3%,636件
43,2500-2549,7822円,42分,124.9%,613件
44,2550-2599,8469円,41分,127.9%,567件
45,2600-2649,9189円,38分,132.6%,609件
46,2650-2699,9324円,36分,134.1%,555件
47,2700-2749,9787円,34分,138.8%,575件
48,2750-2799,10629円,32分,144.4%,522件
49,2800-2849,10313円,32分,142.4%,461件
