,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,0-49,-2896円,165分,97.7%,68680件
1,50-99,-2905円,164分,97.6%,21771件
2,100-149,-2475円,161分,98%,11522件
3,150-199,-1941円,155分,98.3%,8081件
4,200-249,-1878円,151分,98.3%,6472件
5,250-299,-1664円,153分,98.5%,5603件
6,300-349,-1576円,152分,98.6%,5503件
7,350-399,-1397円,149分,98.7%,5292件
8,400-449,-1417円,147分,98.7%,5209件
9,450-499,-1003円,144分,99.1%,5105件
10,500-549,-893円,143分,99.2%,5014件
11,550-599,-699円,140分,99.3%,5000件
12,600-649,-574円,139分,99.4%,4883件
13,650-699,-413円,138分,99.6%,4739件
14,700-749,-545円,135分,99.5%,5136件
15,750-799,8円,133分,100%,5425件
16,800-849,20円,130分,100%,5057件
17,850-899,395円,128分,100.4%,5010件
18,900-949,425円,126分,100.4%,4745件
19,950-999,358円,124分,100.4%,4653件
20,1000-1049,653円,122分,100.7%,4441件
21,1050-1099,936円,119分,101.1%,4329件
22,1100-1149,1049円,118分,101.2%,4157件
23,1150-1199,1433円,114分,101.7%,4100件
24,1200-1249,1340円,112分,101.6%,4064件
25,1250-1299,1327円,111分,101.6%,3954件
26,1300-1349,1629円,107分,102%,3805件
27,1350-1399,1866円,105分,102.4%,3801件
28,1400-1449,2258円,103分,102.9%,3716件
29,1450-1499,2301円,100分,103.1%,3647件
30,1500-1549,2493円,98分,103.4%,3522件
31,1550-1599,2619円,95分,103.7%,3467件
32,1600-1649,2673円,92分,103.9%,3373件
33,1650-1699,2896円,90分,104.3%,3216件
34,1700-1749,2767円,87分,104.2%,3276件
35,1750-1799,3283円,84分,105.2%,3225件
36,1800-1849,3127円,80分,105.2%,2984件
37,1850-1899,3847円,77分,106.6%,3048件
38,1900-1949,3960円,75分,107.1%,2970件
39,1950-1999,3846円,72分,107.1%,2867件
40,2000-2049,3999円,69分,107.7%,2784件
41,2050-2099,4232円,66分,108.5%,2706件
42,2100-2149,4369円,63分,109.3%,2647件
43,2150-2199,4858円,59分,111%,2543件
44,2200-2249,5197円,56分,112.4%,2522件
45,2250-2299,5167円,53分,112.9%,2456件
46,2300-2349,5575円,50分,115%,2365件
47,2350-2399,5785円,47分,116.4%,2424件
48,2400-2449,6129円,45分,118.2%,2266件
49,2450-2499,6149円,44分,118.8%,1926件
