,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,1995円,147分,101.8%,1722件
1,600-649,2075円,146分,101.9%,1659件
2,650-699,2398円,142分,102.2%,1587件
3,700-749,2269円,141分,102.1%,1605件
4,750-799,2645円,138分,102.6%,1489件
5,800-849,2442円,136分,102.4%,1523件
6,850-899,2553円,134分,102.5%,1523件
7,900-949,3094円,133分,103.1%,1537件
8,950-999,2770円,129分,102.9%,1360件
9,1000-1049,3222円,125分,103.4%,1601件
10,1050-1099,3476円,123分,103.8%,1630件
11,1100-1149,3719円,122分,104.1%,1550件
12,1150-1199,4020円,119分,104.5%,1489件
13,1200-1249,4168円,118分,104.7%,1423件
14,1250-1299,3783円,116分,104.4%,1452件
15,1300-1349,4040円,112分,104.8%,1328件
16,1350-1399,4044円,109分,104.9%,1259件
17,1400-1449,4662円,107分,105.8%,1208件
18,1450-1499,4058円,104分,105.2%,1218件
19,1500-1549,4772円,101分,106.3%,1210件
20,1550-1599,4518円,99分,106.1%,1188件
21,1600-1649,4732円,95分,106.7%,1108件
22,1650-1699,4875円,93分,107%,1054件
23,1700-1749,5479円,91分,108%,1097件
24,1750-1799,5538円,87分,108.5%,1046件
25,1800-1849,5554円,85分,108.7%,1026件
26,1850-1899,5797円,82分,109.4%,1046件
27,1900-1949,5842円,80分,109.8%,1014件
28,1950-1999,6202円,76分,110.9%,933件
29,2000-2049,6214円,71分,111.7%,969件
30,2050-2099,5899円,67分,111.7%,940件
31,2100-2149,5865円,62分,112.6%,870件
32,2150-2199,6683円,60分,114.9%,883件
33,2200-2249,6828円,57分,116.1%,863件
34,2250-2299,6642円,53分,116.7%,813件
35,2300-2349,6810円,50分,118.2%,825件
36,2350-2399,7453円,46分,121.5%,805件
37,2400-2449,7256円,45分,121.7%,773件
38,2450-2499,7590円,44分,123.1%,737件
39,2500-2549,8339円,42分,126.6%,702件
40,2550-2599,8546円,40分,128.3%,707件
41,2600-2649,8706円,39分,129.6%,654件
42,2650-2699,9371円,36分,134.5%,700件
43,2700-2749,9985円,35分,138.4%,634件
44,2750-2799,9784円,35分,137.2%,547件
