,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,5131円,119分,105.8%,896件
1,1250-1299,5319円,118分,106%,915件
2,1300-1349,4925円,114分,105.8%,816件
3,1350-1399,5424円,112分,106.5%,792件
4,1400-1449,6425円,109分,107.9%,738件
5,1450-1499,5815円,107分,107.3%,759件
6,1500-1549,5825円,103分,107.5%,782件
7,1550-1599,5756円,100分,107.7%,752件
8,1600-1649,6102円,97分,108.4%,733件
9,1650-1699,6759円,93分,109.7%,705件
10,1700-1749,6956円,91分,110.1%,689件
11,1750-1799,6418円,90分,109.5%,612件
12,1800-1849,6703円,85分,110.5%,641件
13,1850-1899,7367円,84分,111.6%,611件
14,1900-1949,6855円,78分,111.7%,597件
15,1950-1999,7187円,76分,112.6%,562件
16,2000-2049,6757円,72分,112.5%,551件
17,2050-2099,7621円,67分,115.2%,564件
18,2100-2149,7737円,64分,116.1%,559件
19,2150-2199,6681円,60分,114.9%,553件
20,2200-2249,7495円,58分,117.3%,525件
21,2250-2299,7436円,55分,118%,517件
22,2300-2349,7735円,51分,120.3%,529件
23,2350-2399,7316円,49分,120%,439件
24,2400-2449,7577円,47分,121.5%,486件
25,2450-2499,8346円,46分,124.4%,453件
26,2500-2549,8871円,43分,127.3%,449件
27,2550-2599,9465円,42分,129.9%,417件
28,2600-2649,9245円,40分,130.8%,444件
29,2650-2699,10145円,38分,135.4%,368件
30,2700-2749,11065円,36分,141.4%,388件
31,2750-2799,11690円,33分,147.7%,366件
32,2800-2849,12392円,31分,153.6%,327件
33,2850-2899,13593円,28分,165.2%,243件
34,2900-2949,14482円,24分,181.6%,189件
