,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,4789円,115分,105.5%,872件
1,1350-1399,5037円,113分,105.9%,846件
2,1400-1449,5547円,108分,106.9%,798件
3,1450-1499,5560円,106分,107%,841件
4,1500-1549,5653円,105分,107.2%,773件
5,1550-1599,5392円,99分,107.2%,719件
6,1600-1649,5862円,98分,108%,658件
7,1650-1699,6196円,95分,108.7%,651件
8,1700-1749,6863円,90分,110.2%,592件
9,1750-1799,5999円,88分,109.1%,549件
10,1800-1849,6948円,86分,110.8%,529件
11,1850-1899,6401円,82分,110.4%,533件
12,1900-1949,6372円,79分,110.8%,532件
13,1950-1999,6492円,74分,111.7%,511件
14,2000-2049,6732円,72分,112.5%,498件
15,2050-2099,6355円,69分,112.3%,468件
16,2100-2149,7352円,65分,115.2%,446件
17,2150-2199,6401円,64分,113.3%,442件
18,2200-2249,7472円,59分,116.8%,399件
19,2250-2299,6301円,56分,115%,404件
20,2300-2349,7046円,52分,118%,387件
21,2350-2399,7659円,48分,121.5%,395件
22,2400-2449,7473円,48分,120.8%,451件
23,2450-2499,7749円,46分,122.5%,360件
24,2500-2549,8744円,43分,126.9%,333件
25,2550-2599,9061円,43分,128.2%,335件
26,2600-2649,10033円,40分,133.8%,338件
27,2650-2699,10352円,38分,136.5%,309件
28,2700-2749,11092円,35分,142.7%,298件
29,2750-2799,12120円,34分,148%,284件
30,2800-2849,12851円,30分,157.1%,290件
31,2850-2899,14038円,27分,169.4%,255件
32,2900-2949,14581円,25分,178.3%,187件
