,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,1120円,145分,101%,299件
1,500-549,215円,147分,100.2%,501件
2,550-599,-34円,145分,100%,594件
3,600-649,1120円,138分,101.1%,637件
4,650-699,853円,139分,100.8%,635件
5,700-749,833円,135分,100.8%,665件
6,750-799,1030円,137分,101%,658件
7,800-849,856円,135分,100.8%,690件
8,850-899,1403円,132分,101.4%,688件
9,900-949,1047円,131分,101.1%,650件
10,950-999,2192円,126分,102.3%,623件
11,1000-1049,1130円,129分,101.2%,742件
12,1050-1099,1828円,120分,102%,745件
13,1100-1149,1721円,120分,101.9%,797件
14,1150-1199,2358円,118分,102.7%,673件
15,1200-1249,2346円,112分,102.8%,686件
16,1250-1299,2635円,115分,103%,632件
17,1300-1349,2749円,111分,103.3%,588件
18,1350-1399,3001円,110分,103.6%,515件
19,1400-1449,2365円,104分,103%,475件
20,1450-1499,3168円,101分,104.2%,498件
21,1500-1549,3632円,100分,104.8%,428件
22,1550-1599,3134円,99分,104.2%,425件
23,1600-1649,3907円,94分,105.5%,466件
24,1650-1699,4105円,90分,106%,455件
25,1700-1749,4022円,88分,106.1%,444件
26,1750-1799,4523円,86分,107%,353件
27,1800-1849,4599円,82分,107.5%,377件
28,1850-1899,4837円,80分,108.1%,346件
29,1900-1949,5010円,76分,108.8%,359件
30,1950-1999,4535円,73分,108.3%,344件
31,2000-2049,5426円,69分,110.4%,317件
32,2050-2099,5491円,66分,111.1%,316件
33,2100-2149,5418円,61分,111.9%,318件
34,2150-2199,5493円,59分,112.5%,295件
35,2200-2249,5961円,54分,114.8%,296件
36,2250-2299,6298円,52分,116.1%,278件
37,2300-2349,5684円,49分,115.5%,263件
38,2350-2399,6554円,45分,119.5%,254件
39,2400-2449,6995円,44分,121.1%,251件
40,2450-2499,7556円,44分,123.1%,229件
41,2500-2549,7652円,42分,124.1%,228件
42,2550-2599,7887円,40分,126.2%,232件
43,2600-2649,8515円,38分,129.5%,225件
44,2650-2699,8853円,36分,132.6%,208件
45,2700-2749,9671円,34分,137.7%,190件
46,2750-2799,10336円,31分,143.8%,219件
47,2800-2849,11380円,28分,153.6%,203件
48,2850-2899,11921円,25分,163.7%,213件
49,2900-2949,13058円,22分,177.5%,164件
