,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,9089円,110分,111%,575件
1,1350-1399,8827円,106分,111.1%,506件
2,1400-1449,9754円,103分,112.6%,526件
3,1450-1499,10786円,100分,114.4%,518件
4,1500-1549,10285円,100分,113.7%,495件
5,1550-1599,10439円,99分,114.1%,500件
6,1600-1649,10282円,93分,114.8%,484件
7,1650-1699,9579円,89分,114.4%,420件
8,1700-1749,10676円,89分,116%,424件
9,1750-1799,9621円,84分,115.2%,424件
10,1800-1849,10372円,82分,116.8%,409件
11,1850-1899,9985円,81分,116.4%,422件
12,1900-1949,10621円,77分,118.3%,374件
13,1950-1999,11192円,74分,120.1%,358件
14,2000-2049,11655円,72分,121.7%,371件
15,2050-2099,11639円,68分,122.7%,354件
16,2100-2149,10754円,65分,122.1%,328件
17,2150-2199,12119円,63分,125.8%,361件
18,2200-2249,11986円,59分,127.3%,340件
19,2250-2299,11949円,55分,128.7%,320件
20,2300-2349,12122円,46分,134.9%,307件
21,2350-2399,11339円,40分,137.8%,303件
22,2400-2449,11362円,37分,141.4%,291件
23,2450-2499,12016円,36分,144%,273件
24,2500-2549,12108円,35分,145.9%,298件
25,2550-2599,11901円,35分,145.9%,295件
26,2600-2649,12658円,33分,151.3%,286件
27,2650-2699,13267円,31分,156.5%,252件
28,2700-2749,13565円,31分,159.1%,250件
29,2750-2799,13915円,28分,165.7%,271件
30,2800-2849,14219円,28分,168.7%,230件
31,2850-2899,15423円,24分,185.2%,246件
32,2900-2949,15208円,23分,189.6%,211件
