,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,6140円,119分,106.9%,949件
1,1200-1249,6460円,117分,107.4%,919件
2,1250-1299,6631円,115分,107.7%,861件
3,1300-1349,7482円,112分,108.9%,869件
4,1350-1399,7748円,111分,109.3%,826件
5,1400-1449,7116円,108分,108.8%,866件
6,1450-1499,7238円,104分,109.2%,790件
7,1500-1549,6931円,99分,109.3%,726件
8,1550-1599,7849円,100分,110.5%,706件
9,1600-1649,6822円,96分,109.5%,715件
10,1650-1699,7570円,94分,110.8%,699件
11,1700-1749,7427円,90分,111%,712件
12,1750-1799,7883円,87分,112.1%,645件
13,1800-1849,8348円,84分,113.2%,602件
14,1850-1899,8409円,82分,113.6%,633件
15,1900-1949,8536円,80分,114.2%,594件
16,1950-1999,8264円,76分,114.6%,590件
17,2000-2049,8508円,74分,115.3%,603件
18,2050-2099,8978円,70分,117.1%,605件
19,2100-2149,9244円,66分,118.7%,529件
20,2150-2199,8988円,60分,119.8%,561件
21,2200-2249,8370円,55分,120.4%,523件
22,2250-2299,8792円,49分,123.8%,510件
23,2300-2349,9140円,47分,125.9%,493件
24,2350-2399,8915円,45分,126.5%,477件
25,2400-2449,8982円,43分,128%,475件
26,2450-2499,9235円,42分,129.3%,483件
27,2500-2549,9983円,39分,133.8%,447件
28,2550-2599,10235円,39分,135.2%,447件
29,2600-2649,10342円,38分,136%,436件
30,2650-2699,10798円,37分,138.9%,401件
31,2700-2749,11797円,34分,146.5%,418件
32,2750-2799,11997円,32分,150.3%,395件
33,2800-2849,12455円,29分,157.8%,382件
34,2850-2899,13384円,27分,166.7%,357件
35,2900-2949,13288円,27分,164.9%,319件
