,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,-687円,140分,99.3%,21件
1,750-799,1244円,122分,101.4%,29件
2,800-849,37円,145分,100%,45件
3,850-899,3623円,127分,103.8%,41件
4,900-949,72円,130分,100.1%,47件
5,950-999,1011円,134分,101%,52件
6,1000-1049,1743円,130分,101.8%,67件
7,1050-1099,1232円,119分,101.4%,70件
8,1100-1149,1014円,121分,101.1%,82件
9,1150-1199,2238円,121分,102.5%,96件
10,1200-1249,1356円,117分,101.5%,102件
11,1250-1299,3012円,107分,103.7%,101件
12,1300-1349,2787円,111分,103.3%,108件
13,1350-1399,2806円,105分,103.6%,101件
14,1400-1449,2476円,102分,103.2%,110件
15,1450-1499,1534円,102分,102%,131件
16,1500-1549,2299円,99分,103.1%,113件
17,1550-1599,2744円,95分,103.8%,144件
18,1600-1649,3233円,92分,104.7%,130件
19,1650-1699,3685円,92分,105.3%,138件
20,1700-1749,4182円,92分,106.1%,127件
21,1750-1799,3827円,85分,106%,113件
22,1800-1849,3444円,81分,105.6%,144件
23,1850-1899,3857円,77分,106.7%,139件
24,1900-1949,3226円,77分,105.6%,125件
25,1950-1999,5398円,72分,110%,126件
26,2000-2049,4276円,69分,108.3%,93件
27,2050-2099,2846円,68分,105.6%,98件
28,2100-2149,4695円,67分,109.3%,90件
29,2150-2199,5628円,62分,112.1%,91件
30,2200-2249,5594円,54分,113.7%,106件
31,2250-2299,6238円,51分,116.2%,87件
32,2300-2349,6435円,47分,118.3%,83件
33,2350-2399,5663円,46分,116.3%,86件
34,2400-2449,6641円,44分,120.2%,81件
35,2450-2499,6081円,43分,119%,64件
36,2500-2549,6585円,43分,120.4%,80件
37,2550-2599,6998円,42分,122.1%,76件
38,2600-2649,7733円,38分,127%,66件
39,2650-2699,9000円,37分,132.7%,60件
40,2700-2749,8863円,34分,134.5%,51件
41,2750-2799,10221円,30分,145.1%,54件
42,2800-2849,10923円,29分,149.4%,74件
43,2850-2899,11486円,26分,159.2%,63件
44,2900-2949,13136円,22分,178.5%,47件
