,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,56円,143分,100.1%,30件
1,950-999,4220円,117分,104.8%,28件
2,1000-1049,731円,127分,100.8%,35件
3,1050-1099,1052円,131分,101.1%,29件
4,1100-1149,3491円,122分,103.8%,47件
5,1150-1199,2152円,115分,102.5%,46件
6,1200-1249,3270円,113分,103.8%,63件
7,1250-1299,2872円,112分,103.4%,60件
8,1300-1349,2911円,113分,103.4%,73件
9,1350-1399,3180円,108分,103.9%,65件
10,1400-1449,3366円,103分,104.3%,70件
11,1450-1499,2789円,99分,103.8%,64件
12,1500-1549,3525円,95分,104.9%,74件
13,1550-1599,2344円,97分,103.2%,86件
14,1600-1649,3636円,91分,105.3%,88件
15,1650-1699,4126円,91分,106.1%,107件
16,1700-1749,4058円,88分,106.1%,90件
17,1750-1799,4754円,88分,107.2%,94件
18,1800-1849,5243円,84分,108.3%,88件
19,1850-1899,4687円,80分,107.8%,75件
20,1900-1949,4885円,74分,108.8%,104件
21,1950-1999,4667円,73分,108.5%,95件
22,2000-2049,4387円,69分,108.5%,85件
23,2050-2099,6233円,63分,113.3%,80件
24,2100-2149,4460円,62分,109.5%,63件
25,2150-2199,4490円,61分,109.8%,75件
26,2200-2249,5027円,57分,111.7%,54件
27,2250-2299,4670円,55分,111.3%,54件
28,2300-2349,5697円,47分,116%,60件
29,2350-2399,7085円,44分,121.5%,62件
30,2400-2449,6210円,45分,118.5%,47件
31,2450-2499,5350円,46分,115.6%,49件
32,2500-2549,7573円,41分,124.4%,59件
33,2550-2599,7425円,40分,124.6%,47件
34,2600-2649,7878円,39分,126.9%,57件
35,2650-2699,7965円,40分,126.9%,54件
36,2700-2749,9225円,35分,135.6%,42件
37,2750-2799,10507円,32分,144.3%,39件
38,2800-2849,10513円,28分,149.7%,37件
39,2850-2899,11749円,24分,165.9%,36件
40,2900-2949,12821円,23分,173.6%,47件
