,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,50-99,-2797円,164分,97.7%,5954件
1,100-149,-2937円,163分,97.6%,7376件
2,150-199,-2986円,162分,97.5%,6500件
3,200-249,-2466円,159分,97.9%,6166件
4,250-299,-2364円,157分,98%,5332件
5,300-349,-2213円,155分,98.1%,4939件
6,350-399,-2174円,154分,98.1%,4558件
7,400-449,-2022円,151分,98.2%,4320件
8,450-499,-1785円,149分,98.4%,3944件
9,500-549,-1677円,147分,98.5%,3785件
10,550-599,-1231円,145分,98.9%,3537件
11,600-649,-1132円,144分,98.9%,3332件
12,650-699,-1072円,140分,99%,6169件
13,700-749,-1092円,141分,99%,3485件
14,750-799,-1050円,138分,99%,3527件
15,800-849,-577円,135分,99.4%,2996件
16,850-899,-309円,132分,99.7%,2731件
17,900-949,-442円,130分,99.5%,2661件
18,950-999,-587円,129分,99.4%,2508件
19,1000-1049,-152円,124分,99.8%,2456件
20,1050-1099,158円,122分,100.2%,2499件
21,1100-1149,930円,121分,101%,2339件
22,1150-1199,471円,119分,100.5%,2370件
23,1200-1249,1007円,115分,101.2%,2319件
24,1250-1299,789円,113分,100.9%,2234件
25,1300-1349,914円,111分,101.1%,2274件
26,1350-1399,1579円,107分,102%,2128件
27,1400-1449,1752円,106分,102.2%,2150件
28,1450-1499,1722円,104分,102.2%,1995件
29,1500-1549,2146円,99分,102.9%,2020件
30,1550-1599,2514円,98分,103.4%,1925件
31,1600-1649,2069円,95分,102.9%,1894件
32,1650-1699,2621円,91分,103.8%,1804件
33,1700-1749,2800円,89分,104.2%,1804件
34,1750-1799,2494円,85分,103.9%,1732件
35,1800-1849,2787円,82分,104.5%,1697件
36,1850-1899,3173円,78分,105.4%,1721件
37,1900-1949,3558円,77分,106.2%,1624件
38,1950-1999,3325円,73分,106%,1619件
39,2000-2049,3975円,71分,107.5%,1587件
40,2050-2099,4000円,68分,107.8%,1463件
41,2100-2149,3932円,64分,108.1%,1448件
42,2150-2199,4668円,62分,110%,1441件
43,2200-2249,4695円,57分,110.9%,1422件
44,2250-2299,4811円,54分,111.8%,1324件
45,2300-2349,5051円,51分,113.2%,1348件
46,2350-2399,5526円,48分,115.4%,1247件
47,2400-2449,5986円,46分,117.5%,1269件
48,2450-2499,6286円,44分,118.9%,1190件
49,2500-2549,6989円,42分,122%,1088件
50,2550-2599,7345円,40分,124.5%,880件
51,2600-2649,7759円,39分,126.7%,781件
52,2650-2699,8306円,36分,130.5%,584件
53,2700-2749,9367円,34分,136.4%,481件
54,2750-2799,9896円,31分,142.2%,379件
55,2800-2849,11126円,29分,151.5%,333件
56,2850-2899,11635円,26分,159%,258件
57,2900-2949,12584円,23分,172.6%,177件
