,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,6683円,133分,106.7%,37件
1,950-999,9048円,122分,109.9%,41件
2,1000-1049,8547円,107分,110.6%,49件
3,1050-1099,5732円,119分,106.4%,70件
4,1100-1149,6658円,122分,107.3%,67件
5,1150-1199,7598円,118分,108.6%,75件
6,1200-1249,6329円,113分,107.5%,82件
7,1250-1299,5602円,116分,106.4%,92件
8,1300-1349,8795円,113分,110.4%,86件
9,1350-1399,8948円,106分,111.2%,97件
10,1400-1449,7383円,107分,109.2%,104件
11,1450-1499,5878円,104分,107.6%,125件
12,1500-1549,8765円,100分,111.7%,123件
13,1550-1599,8797円,101分,111.6%,125件
14,1600-1649,8602円,92分,112.4%,132件
15,1650-1699,9765円,84分,115.4%,129件
16,1700-1749,9141円,85分,114.3%,104件
17,1750-1799,9772円,86分,115.1%,107件
18,1800-1849,9746円,80分,116.2%,97件
19,1850-1899,8478円,76分,114.8%,107件
20,1900-1949,9018円,78分,115.4%,92件
21,1950-1999,9276円,69分,117.9%,89件
22,2000-2049,8632円,69分,116.7%,81件
23,2050-2099,8996円,67分,117.9%,97件
24,2100-2149,9576円,62分,120.5%,85件
25,2150-2199,11616円,57分,126.9%,67件
26,2200-2249,11331円,59分,125.6%,77件
27,2250-2299,10051円,51分,126.2%,62件
28,2300-2349,12508円,45分,137.1%,55件
29,2350-2399,9366円,44分,128.2%,54件
30,2400-2449,9850円,39分,133.4%,41件
31,2450-2499,9606円,38分,133.8%,64件
32,2500-2549,11889円,32分,149.4%,64件
33,2550-2599,11384円,33分,146.5%,53件
34,2600-2649,11749円,35分,144.8%,52件
35,2650-2699,11905円,35分,145.9%,44件
36,2700-2749,13126円,30分,158.2%,46件
37,2750-2799,12677円,29分,157.7%,47件
38,2800-2849,14203円,29分,166%,37件
39,2850-2899,14417円,25分,177.9%,48件
40,2900-2949,14223円,21分,189.6%,40件
