,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,2946円,137分,102.9%,60件
1,850-899,5029円,125分,105.4%,54件
2,900-949,3741円,117分,104.3%,66件
3,950-999,2004円,125分,102.1%,98件
4,1000-1049,3426円,126分,103.6%,105件
5,1050-1099,4173円,122分,104.6%,99件
6,1100-1149,3213円,120分,103.6%,128件
7,1150-1199,2439円,122分,102.7%,124件
8,1200-1249,5009円,117分,105.7%,136件
9,1250-1299,5567円,114分,106.5%,145件
10,1300-1349,3976円,111分,104.8%,154件
11,1350-1399,3298円,108分,104.1%,178件
12,1400-1449,5317円,104分,106.8%,171件
13,1450-1499,5379円,106分,106.8%,174件
14,1500-1549,5414円,98分,107.4%,172件
15,1550-1599,6413円,91分,109.4%,179件
16,1600-1649,6315円,91分,109.2%,157件
17,1650-1699,6266円,93分,109%,163件
18,1700-1749,6246円,86分,109.7%,142件
19,1750-1799,5404円,84分,108.6%,146件
20,1800-1849,6006円,84分,109.5%,135件
21,1850-1899,6116円,76分,110.8%,127件
22,1900-1949,6021円,75分,110.7%,117件
23,1950-1999,6442円,72分,111.9%,129件
24,2000-2049,7020円,69分,113.6%,120件
25,2050-2099,7335円,65分,115.1%,98件
26,2100-2149,8200円,66分,116.5%,109件
27,2150-2199,7306円,59分,116.5%,95件
28,2200-2249,9208円,52分,123.4%,82件
29,2250-2299,6635円,52分,117%,79件
30,2300-2349,7679円,46分,122.4%,71件
31,2350-2399,6821円,44分,120.8%,91件
32,2400-2449,8848円,39分,130.3%,96件
33,2450-2499,9176円,37分,133.5%,78件
34,2500-2549,8677円,41分,128.1%,66件
35,2550-2599,9243円,40分,131.1%,66件
36,2600-2649,10828円,35分,141.3%,69件
37,2650-2699,10189円,34分,140.3%,70件
38,2700-2749,11004円,33分,144.3%,61件
39,2750-2799,11018円,31分,148.1%,65件
40,2800-2849,11527円,28分,155.3%,56件
41,2850-2899,11389円,24分,162%,52件
42,2900-2949,13869円,23分,180%,64件
