,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,3318円,137分,103.2%,565件
1,850-899,3305円,135分,103.3%,634件
2,900-949,2676円,136分,102.6%,642件
3,950-999,3150円,132分,103.2%,735件
4,1000-1049,3598円,127分,103.8%,743件
5,1050-1099,3606円,130分,103.7%,725件
6,1100-1149,3513円,123分,103.8%,722件
7,1150-1199,3914円,119分,104.4%,677件
8,1200-1249,4137円,119分,104.6%,645件
9,1250-1299,4066円,117分,104.6%,676件
10,1300-1349,4710円,111分,105.7%,623件
11,1350-1399,4156円,109分,105.1%,589件
12,1400-1449,3996円,109分,104.9%,583件
13,1450-1499,4603円,106分,105.8%,598件
14,1500-1549,4992円,101分,106.6%,542件
15,1550-1599,5113円,99分,106.9%,573件
16,1600-1649,5003円,98分,106.8%,544件
17,1650-1699,4757円,92分,106.9%,473件
18,1700-1749,5565円,91分,108.1%,444件
19,1750-1799,5745円,88分,108.7%,459件
20,1800-1849,6341円,84分,110.1%,393件
21,1850-1899,5160円,82分,108.4%,367件
22,1900-1949,6768円,78分,111.6%,357件
23,1950-1999,5789円,75分,110.3%,363件
24,2000-2049,6001円,72分,111.2%,367件
25,2050-2099,6430円,67分,112.9%,353件
26,2100-2149,6349円,65分,113%,329件
27,2150-2199,5967円,62分,112.9%,321件
28,2200-2249,6705円,57分,115.6%,300件
29,2250-2299,6034円,56分,114.4%,298件
30,2300-2349,6774円,52分,117.4%,246件
31,2350-2399,6761円,49分,118.6%,286件
32,2400-2449,7612円,45分,122.4%,266件
33,2450-2499,7848円,44分,124%,263件
34,2500-2549,8114円,44分,124.8%,309件
35,2550-2599,8143円,42分,125.6%,252件
36,2600-2649,9071円,39分,130.6%,228件
37,2650-2699,9961円,37分,135.5%,230件
38,2700-2749,10524円,36分,139.5%,221件
39,2750-2799,11229円,33分,145.6%,211件
40,2800-2849,12110円,29分,154.7%,187件
41,2850-2899,13555円,27分,167%,191件
42,2900-2949,14338円,24分,181.3%,168件
