,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,851円,144分,100.8%,98件
1,550-599,157円,147分,100.1%,126件
2,600-649,687円,146分,100.6%,155件
3,650-699,772円,137分,100.8%,183件
4,700-749,-877円,140分,99.2%,226件
5,750-799,1455円,137分,101.4%,245件
6,800-849,1330円,135分,101.3%,273件
7,850-899,1554円,131分,101.6%,322件
8,900-949,989円,132分,101%,338件
9,950-999,1972円,126分,102.1%,336件
10,1000-1049,2221円,125分,102.4%,364件
11,1050-1099,1188円,126分,101.3%,393件
12,1100-1149,1429円,122分,101.6%,437件
13,1150-1199,2482円,117分,102.8%,412件
14,1200-1249,2895円,119分,103.3%,425件
15,1250-1299,2429円,113分,102.9%,411件
16,1300-1349,3327円,107分,104.2%,405件
17,1350-1399,2834円,108分,103.5%,388件
18,1400-1449,3066円,107分,103.8%,401件
19,1450-1499,3305円,104分,104.3%,350件
20,1500-1549,2431円,101分,103.2%,330件
21,1550-1599,3425円,96分,104.7%,339件
22,1600-1649,3689円,94分,105.2%,339件
23,1650-1699,3969円,90分,105.9%,305件
24,1700-1749,3477円,87分,105.3%,312件
25,1750-1799,4252円,87分,106.5%,307件
26,1800-1849,4401円,82分,107.2%,273件
27,1850-1899,4802円,82分,107.8%,243件
28,1900-1949,4918円,77分,108.5%,269件
29,1950-1999,5838円,72分,110.8%,234件
30,2000-2049,4299円,71分,108.1%,212件
31,2050-2099,5701円,66分,111.5%,192件
32,2100-2149,5063円,61分,111%,219件
33,2150-2199,5238円,59分,111.9%,212件
34,2200-2249,6180円,53分,115.4%,199件
35,2250-2299,6246円,53分,115.7%,194件
36,2300-2349,5843円,50分,115.6%,184件
37,2350-2399,6966円,45分,120.9%,172件
38,2400-2449,6385円,47分,118.3%,168件
39,2450-2499,7240円,43分,122.4%,147件
40,2500-2549,7377円,43分,122.8%,162件
41,2550-2599,7905円,40分,126.2%,145件
42,2600-2649,8407円,38分,129.7%,144件
43,2650-2699,9073円,36分,133.4%,171件
44,2700-2749,9263円,35分,135.6%,145件
45,2750-2799,10466円,31分,144.4%,132件
46,2800-2849,11873円,28分,156.1%,136件
47,2850-2899,12248円,27分,160.6%,124件
48,2900-2949,12941円,23分,176.2%,108件
