,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,4286円,125分,104.6%,421件
1,1150-1199,4385円,122分,104.8%,479件
2,1200-1249,5129円,120分,105.7%,470件
3,1250-1299,5243円,117分,106%,402件
4,1300-1349,4521円,118分,105.1%,425件
5,1350-1399,5155円,109分,106.3%,436件
6,1400-1449,4859円,109分,105.9%,447件
7,1450-1499,5481円,105分,107%,413件
8,1500-1549,5376円,102分,107%,433件
9,1550-1599,6075円,100分,108.1%,411件
10,1600-1649,6426円,98分,108.7%,446件
11,1650-1699,5922円,93分,108.5%,384件
12,1700-1749,5665円,91分,108.3%,383件
13,1750-1799,6247円,86分,109.6%,335件
14,1800-1849,6439円,81分,110.6%,339件
15,1850-1899,7199円,81分,111.8%,320件
16,1900-1949,7204円,78分,112.3%,316件
17,1950-1999,6664円,73分,112.1%,283件
18,2000-2049,7457円,71分,114%,276件
19,2050-2099,7502円,68分,114.7%,276件
20,2100-2149,6484円,66分,113.1%,265件
21,2150-2199,6001円,65分,112.3%,263件
22,2200-2249,7172円,57分,116.7%,226件
23,2250-2299,7106円,55分,117.1%,226件
24,2300-2349,7194円,52分,118.5%,224件
25,2350-2399,7338円,49分,120.1%,229件
26,2400-2449,8121円,44分,124.5%,204件
27,2450-2499,7235円,46分,121.2%,216件
28,2500-2549,7964円,44分,124.1%,174件
29,2550-2599,9452円,40分,131.5%,199件
30,2600-2649,9818円,40分,132.6%,160件
31,2650-2699,10470円,37分,137.8%,201件
32,2700-2749,10639円,37分,138.6%,157件
33,2750-2799,11845円,33分,147.7%,146件
34,2800-2849,12884円,29分,159%,144件
35,2850-2899,13379円,27分,165.6%,156件
36,2900-2949,14971円,24分,182.5%,130件
