,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,6071円,135分,106%,715件
1,850-899,6325円,132分,106.4%,679件
2,900-949,6624円,127分,107%,662件
3,950-999,6253円,127分,106.6%,670件
4,1000-1049,6781円,125分,107.3%,605件
5,1050-1099,6510円,122分,107.1%,600件
6,1100-1149,7063円,122分,107.7%,661件
7,1150-1199,7479円,120分,108.3%,632件
8,1200-1249,6679円,116分,107.7%,572件
9,1250-1299,6872円,112分,108.2%,677件
10,1300-1349,6855円,109分,108.4%,614件
11,1350-1399,7516円,107分,109.4%,621件
12,1400-1449,8661円,103分,111.2%,613件
13,1450-1499,8506円,103分,111%,584件
14,1500-1549,8331円,102分,110.9%,595件
15,1550-1599,8030円,96分,111.1%,577件
16,1600-1649,7607円,92分,111.1%,494件
17,1650-1699,8683円,92分,112.6%,497件
18,1700-1749,7740円,88分,111.8%,500件
19,1750-1799,8858円,85分,113.9%,488件
20,1800-1849,8225円,83分,113.2%,509件
21,1850-1899,8727円,80分,114.5%,442件
22,1900-1949,9321円,77分,116.2%,426件
23,1950-1999,9365円,75分,116.7%,448件
24,2000-2049,9423円,72分,117.4%,421件
25,2050-2099,9089円,68分,117.9%,408件
26,2100-2149,9991円,66分,120.3%,440件
27,2150-2199,9944円,62分,121.3%,407件
28,2200-2249,10143円,58分,123.1%,373件
29,2250-2299,9998円,51分,126.2%,367件
30,2300-2349,9795円,44分,129.4%,369件
31,2350-2399,9862円,40分,132.8%,357件
32,2400-2449,10470円,39分,135.6%,327件
33,2450-2499,10336円,38分,136%,352件
34,2500-2549,10253円,38分,136.4%,344件
35,2550-2599,10975円,36分,140.9%,348件
36,2600-2649,11678円,34分,146%,306件
37,2650-2699,11772円,33分,147.1%,302件
38,2700-2749,12082円,32分,150.9%,311件
39,2750-2799,12606円,30分,155.3%,285件
40,2800-2849,13659円,27分,166.7%,305件
41,2850-2899,13712円,25分,172.5%,279件
42,2900-2949,13882円,22分,182.6%,227件
