,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,4541円,127分,104.8%,946件
1,1150-1199,4365円,121分,104.8%,973件
2,1200-1249,4821円,118分,105.5%,904件
3,1250-1299,4511円,116分,105.2%,864件
4,1300-1349,4389円,115分,105.1%,872件
5,1350-1399,4641円,113分,105.5%,846件
6,1400-1449,5163円,107分,106.4%,798件
7,1450-1499,5182円,105分,106.6%,841件
8,1500-1549,5279円,104分,106.7%,773件
9,1550-1599,5041円,99分,106.8%,719件
10,1600-1649,5510円,97分,107.5%,658件
11,1650-1699,5851円,95分,108.2%,651件
12,1700-1749,6530円,90分,109.7%,592件
13,1750-1799,5681円,88分,108.6%,549件
14,1800-1849,6630円,85分,110.4%,529件
15,1850-1899,6100円,82分,110%,533件
16,1900-1949,6085円,78分,110.4%,532件
17,1950-1999,6218円,74分,111.2%,511件
18,2000-2049,6467円,71分,112.1%,498件
19,2050-2099,6103円,69分,111.9%,468件
20,2100-2149,7105円,64分,114.7%,446件
21,2150-2199,6168円,64分,112.9%,442件
22,2200-2249,7245円,59分,116.3%,399件
23,2250-2299,6094円,56分,114.5%,404件
24,2300-2349,6847円,52分,117.6%,387件
25,2350-2399,7468円,47分,121%,395件
26,2400-2449,7287円,48分,120.4%,451件
27,2450-2499,7562円,46分,122%,360件
28,2500-2549,8557円,43分,126.5%,333件
29,2550-2599,8874円,43分,127.7%,335件
30,2600-2649,9847円,39分,133.3%,338件
31,2650-2699,10166円,38分,136%,309件
32,2700-2749,10906円,34分,142.2%,298件
33,2750-2799,11933円,34分,147.5%,284件
34,2800-2849,12664円,30分,156.6%,290件
35,2850-2899,13851円,27分,168.9%,255件
36,2900-2949,14394円,25分,177.8%,187件
