,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,880円,149分,100.8%,1644件
1,450-499,255円,151分,100.2%,2079件
2,500-549,521円,148分,100.5%,1887件
3,550-599,950円,145分,100.9%,1736件
4,600-649,1247円,143分,101.2%,1525件
5,650-699,930円,143分,100.9%,1344件
6,700-749,1063円,141分,101%,1288件
7,750-799,1567円,135分,101.5%,1239件
8,800-849,1128円,138分,101.1%,1097件
9,850-899,1884円,134分,101.9%,1078件
10,900-949,2357円,130分,102.4%,951件
11,950-999,2708円,128分,102.8%,929件
12,1000-1049,1918円,126分,102%,1661件
13,1050-1099,1772円,125分,101.9%,945件
14,1100-1149,2651円,120分,102.9%,1007件
15,1150-1199,2390円,120分,102.7%,846件
16,1200-1249,2885円,117分,103.3%,781件
17,1250-1299,2698円,114分,103.2%,747件
18,1300-1349,3287円,112分,103.9%,771件
19,1350-1399,2957円,109分,103.6%,670件
20,1400-1449,3608円,106分,104.5%,673件
21,1450-1499,4341円,103分,105.6%,620件
22,1500-1549,3595円,102分,104.7%,628件
23,1550-1599,4060円,98分,105.5%,670件
24,1600-1649,4037円,94分,105.7%,609件
25,1650-1699,4139円,92分,106%,614件
26,1700-1749,4832円,89分,107.3%,588件
27,1750-1799,5317円,86分,108.2%,564件
28,1800-1849,4759円,85分,107.4%,504件
29,1850-1899,5365円,80分,108.9%,551件
30,1900-1949,6041円,79分,110.1%,515件
31,1950-1999,5397円,73分,109.9%,505件
32,2000-2049,5590円,71分,110.5%,457件
33,2050-2099,5615円,66分,111.3%,463件
34,2100-2149,6391円,62分,113.8%,470件
35,2150-2199,6645円,58分,115.2%,460件
36,2200-2249,5739円,55分,114%,465件
37,2250-2299,6526円,52分,116.7%,439件
38,2300-2349,6643円,50分,117.7%,429件
39,2350-2399,7158円,46分,120.8%,444件
40,2400-2449,6810円,45分,120.3%,370件
41,2450-2499,7430円,43分,123.2%,429件
42,2500-2549,7828円,43分,124.5%,376件
43,2550-2599,8484円,40分,128.5%,379件
44,2600-2649,8792円,39分,129.7%,334件
45,2650-2699,8773円,37分,131.8%,367件
46,2700-2749,9598円,35分,136.8%,306件
47,2750-2799,10708円,32分,145.2%,325件
48,2800-2849,11410円,28分,153.7%,310件
49,2850-2899,12301円,26分,162%,278件
50,2900-2949,13453円,24分,176.3%,183件
