,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,1568円,141分,101.5%,928件
1,600-649,955円,142分,100.9%,1228件
2,650-699,1355円,138分,101.3%,1115件
3,700-749,1845円,135分,101.8%,998件
4,750-799,2176円,133分,102.2%,886件
5,800-849,1950円,134分,101.9%,787件
6,850-899,1948円,131分,102%,768件
7,900-949,2377円,128分,102.5%,731件
8,950-999,1820円,129分,101.9%,639件
9,1000-1049,2990円,124分,103.2%,616件
10,1050-1099,2806円,121分,103.1%,531件
11,1100-1149,3168円,120分,103.5%,538件
12,1150-1199,3264円,116分,103.8%,980件
13,1200-1249,3345円,113分,103.9%,533件
14,1250-1299,3926円,110分,104.8%,572件
15,1300-1349,3852円,110分,104.7%,526件
16,1350-1399,4253円,106分,105.4%,448件
17,1400-1449,3448円,105分,104.4%,444件
18,1450-1499,4467円,101分,105.9%,445件
19,1500-1549,4103円,100分,105.5%,399件
20,1550-1599,4707円,96分,106.6%,368件
21,1600-1649,5277円,93分,107.6%,352件
22,1650-1699,4732円,90分,107%,376件
23,1700-1749,5756円,87分,108.8%,411件
24,1750-1799,5644円,83分,109.1%,373件
25,1800-1849,4928円,84分,107.8%,358件
26,1850-1899,6219円,79分,110.5%,327件
27,1900-1949,6499円,76分,111.3%,312件
28,1950-1999,5915円,74分,110.7%,285件
29,2000-2049,7551円,70分,114.3%,332件
30,2050-2099,7451円,68分,114.6%,292件
31,2100-2149,7070円,62分,115.2%,295件
32,2150-2199,7308円,57分,117%,256件
33,2200-2249,7413円,54分,118.5%,272件
34,2250-2299,8469円,47分,124%,274件
35,2300-2349,7922円,45分,123.4%,254件
36,2350-2399,8021円,42分,125.5%,279件
37,2400-2449,8278円,41分,126.9%,252件
38,2450-2499,8071円,41分,126.1%,239件
39,2500-2549,9258円,38分,132.6%,253件
40,2550-2599,9081円,37分,132.6%,215件
41,2600-2649,9519円,35分,135.9%,248件
42,2650-2699,9967円,34分,138.8%,211件
43,2700-2749,10248円,33分,141.8%,201件
44,2750-2799,11079円,31分,147.6%,192件
45,2800-2849,11502円,28分,155.3%,215件
46,2850-2899,11753円,25分,163.3%,170件
47,2900-2949,13230円,23分,177.9%,156件
