,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,1932円,149分,101.7%,118件
1,550-599,3674円,141分,103.5%,199件
2,600-649,2923円,145分,102.7%,342件
3,650-699,2833円,142分,102.7%,429件
4,700-749,4024円,135分,104%,451件
5,750-799,3231円,135分,103.2%,432件
6,800-849,3171円,135分,103.1%,455件
7,850-899,3676円,130分,103.8%,459件
8,900-949,3520円,133分,103.5%,476件
9,950-999,4246円,126分,104.5%,476件
10,1000-1049,3682円,127分,103.9%,444件
11,1050-1099,4939円,122分,105.4%,444件
12,1100-1149,4266円,123分,104.6%,543件
13,1150-1199,4507円,117分,105.1%,521件
14,1200-1249,4291円,116分,104.9%,558件
15,1250-1299,5082円,113分,106%,444件
16,1300-1349,4326円,108分,105.3%,467件
17,1350-1399,4956円,110分,106%,402件
18,1400-1449,4895円,105分,106.2%,405件
19,1450-1499,4984円,105分,106.3%,336件
20,1500-1549,4985円,98分,106.8%,329件
21,1550-1599,5971円,98分,108.2%,345件
22,1600-1649,6011円,94分,108.6%,290件
23,1650-1699,5747円,93分,108.2%,304件
24,1700-1749,6242円,89分,109.4%,324件
25,1750-1799,5969円,85分,109.3%,320件
26,1800-1849,6113円,85分,109.6%,314件
27,1850-1899,6388円,80分,110.6%,240件
28,1900-1949,6548円,77分,111.4%,255件
29,1950-1999,7284円,73分,113.2%,251件
30,2000-2049,7850円,70分,114.9%,254件
31,2050-2099,6687円,67分,113.3%,242件
32,2100-2149,7384円,64分,115.3%,230件
33,2150-2199,7535円,58分,117.2%,227件
34,2200-2249,7373円,53分,118.5%,232件
35,2250-2299,7520円,49分,120.3%,207件
36,2300-2349,8139円,45分,123.9%,203件
37,2350-2399,7999円,45分,123.7%,187件
38,2400-2449,8066円,42分,125.4%,187件
39,2450-2499,9100円,40分,130.1%,171件
40,2500-2549,9023円,41分,129.2%,177件
41,2550-2599,9754円,40分,132.5%,159件
42,2600-2649,9901円,39分,134%,164件
43,2650-2699,10077円,36分,137.2%,157件
44,2700-2749,10566円,35分,140.8%,158件
45,2750-2799,11224円,32分,146.6%,136件
46,2800-2849,12074円,29分,154.8%,125件
47,2850-2899,12874円,27分,164.7%,157件
48,2900-2949,13703円,23分,180.3%,128件
