,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,4762円,122分,105.2%,1001件
1,1150-1199,4859円,123分,105.3%,869件
2,1200-1249,5326円,119分,106%,870件
3,1250-1299,5359円,118分,106.1%,760件
4,1300-1349,4586円,112分,105.4%,690件
5,1350-1399,5125円,110分,106.2%,705件
6,1400-1449,6066円,108分,107.5%,668件
7,1450-1499,5102円,107分,106.4%,623件
8,1500-1549,5399円,104分,106.9%,643件
9,1550-1599,6100円,99分,108.2%,654件
10,1600-1649,6039円,95分,108.4%,634件
11,1650-1699,6701円,95分,109.4%,532件
12,1700-1749,6101円,92分,108.9%,519件
13,1750-1799,6594円,89分,109.9%,531件
14,1800-1849,6171円,86分,109.6%,508件
15,1850-1899,6211円,81分,110.2%,508件
16,1900-1949,6729円,78分,111.5%,475件
17,1950-1999,6847円,74分,112.3%,452件
18,2000-2049,6389円,70分,112.2%,451件
19,2050-2099,6700円,68分,113.2%,434件
20,2100-2149,6726円,63分,114.2%,430件
21,2150-2199,7129円,62分,115.3%,399件
22,2200-2249,7028円,58分,116.2%,394件
23,2250-2299,7274円,53分,118.3%,378件
24,2300-2349,7462円,51分,119.6%,381件
25,2350-2399,7880円,48分,122%,346件
26,2400-2449,7630円,47分,121.5%,327件
27,2450-2499,7955円,45分,123.5%,315件
28,2500-2549,8805円,43分,127.1%,333件
29,2550-2599,8888円,42分,128.1%,305件
30,2600-2649,9558円,40分,131.9%,280件
31,2650-2699,10214円,38分,136%,318件
32,2700-2749,11019円,35分,141.7%,289件
33,2750-2799,11412円,32分,147.2%,306件
34,2800-2849,12624円,30分,156.3%,268件
35,2850-2899,13341円,26分,167.5%,260件
36,2900-2949,14426円,24分,181%,212件
