,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,7200円,120分,108%,21件
1,1000-1049,8419円,123分,109.1%,23件
2,1050-1099,4340円,114分,105.1%,28件
3,1100-1149,7563円,125分,108.1%,32件
4,1150-1199,6371円,109分,107.8%,41件
5,1200-1249,9172円,107分,111.4%,33件
6,1250-1299,7316円,111分,108.8%,43件
7,1300-1349,4251円,106分,105.3%,38件
8,1350-1399,7616円,101分,110%,46件
9,1400-1449,7207円,98分,109.8%,48件
10,1450-1499,8128円,101分,110.8%,64件
11,1500-1549,8019円,102分,110.5%,63件
12,1550-1599,7414円,101分,109.8%,60件
13,1600-1649,7165円,93分,110.3%,73件
14,1650-1699,7017円,94分,110%,75件
15,1700-1749,8351円,86分,113%,72件
16,1750-1799,8537円,83分,113.7%,62件
17,1800-1849,7476円,89分,111.2%,64件
18,1850-1899,8798円,78分,115%,57件
19,1900-1949,7753円,81分,112.8%,69件
20,1950-1999,9201円,74分,116.7%,70件
21,2000-2049,7827円,69分,115.1%,61件
22,2050-2099,9195円,64分,119.1%,53件
23,2100-2149,10173円,67分,120.2%,68件
24,2150-2199,7963円,59分,117.9%,48件
25,2200-2249,6784円,58分,115.7%,53件
26,2250-2299,9084円,50分,124.3%,52件
27,2300-2349,10960円,41分,135.6%,53件
28,2350-2399,8139円,43分,125.2%,38件
29,2400-2449,9720円,40分,132.6%,40件
30,2450-2499,10442円,35分,139.3%,35件
31,2500-2549,10106円,40分,134.1%,34件
32,2550-2599,10591円,34分,141.3%,43件
33,2600-2649,11154円,35分,142.4%,44件
34,2650-2699,11544円,34分,145.8%,43件
35,2700-2749,11205円,35分,142.1%,29件
36,2750-2799,11968円,31分,151%,33件
37,2800-2849,12427円,29分,157.3%,38件
38,2850-2899,12851円,25分,167.5%,33件
39,2900-2949,13570円,22分,182%,19件
