,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-1312円,153分,98.9%,207件
1,350-399,-1705円,150分,98.5%,276件
2,400-449,-2164円,155分,98.1%,334件
3,450-499,-1356円,144分,98.7%,419件
4,500-549,-2297円,146分,97.9%,495件
5,550-599,-752円,144分,99.3%,544件
6,600-649,-1080円,143分,99%,571件
7,650-699,-936円,142分,99.1%,639件
8,700-749,-1121円,140分,98.9%,675件
9,750-799,-373円,136分,99.6%,685件
10,800-849,-264円,134分,99.7%,766件
11,850-899,-641円,133分,99.4%,770件
12,900-949,-488円,132分,99.5%,863件
13,950-999,196円,127分,100.2%,889件
14,1000-1049,-43円,130分,100%,861件
15,1050-1099,177円,124分,100.2%,861件
16,1100-1149,636円,120分,100.7%,812件
17,1150-1199,676円,120分,100.7%,748件
18,1200-1249,634円,116分,100.7%,802件
19,1250-1299,1365円,112分,101.6%,745件
20,1300-1349,1231円,110分,101.5%,725件
21,1350-1399,751円,110分,100.9%,688件
22,1400-1449,1369円,106分,101.7%,685件
23,1450-1499,1910円,102分,102.5%,651件
24,1500-1549,2153円,99分,102.9%,693件
25,1550-1599,2243円,99分,103%,640件
26,1600-1649,2265円,93分,103.3%,589件
27,1650-1699,2776円,92分,104%,537件
28,1700-1749,3193円,89分,104.8%,546件
29,1750-1799,3775円,84分,106%,474件
30,1800-1849,2759円,83分,104.4%,446件
31,1850-1899,4273円,80分,107.2%,429件
32,1900-1949,3359円,76分,105.9%,426件
33,1950-1999,3769円,73分,106.9%,436件
34,2000-2049,4277円,69分,108.3%,426件
35,2050-2099,4251円,66分,108.5%,396件
36,2100-2149,3973円,64分,108.3%,376件
37,2150-2199,4951円,59分,111.2%,363件
38,2200-2249,4321円,58分,109.9%,355件
39,2250-2299,5461円,54分,113.5%,312件
40,2300-2349,4612円,51分,112%,330件
41,2350-2399,5449円,47分,115.4%,315件
42,2400-2449,6020円,44分,118%,318件
43,2450-2499,6236円,44分,118.7%,376件
44,2500-2549,6430円,43分,119.9%,300件
45,2550-2599,7218円,41分,123.6%,274件
46,2600-2649,8004円,39分,127.5%,282件
47,2650-2699,8814円,37分,132.2%,271件
48,2700-2749,9174円,34分,135.8%,249件
49,2750-2799,10096円,31分,143.9%,236件
50,2800-2849,11289円,29分,151.4%,231件
51,2850-2899,12196円,25分,164.2%,238件
52,2900-2949,13229円,22分,179.3%,187件
