,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,3056円,145分,102.8%,30件
1,950-999,6899円,120分,107.7%,28件
2,1000-1049,3413円,129分,103.5%,35件
3,1050-1099,3790円,133分,103.8%,29件
4,1100-1149,6232円,125分,106.7%,47件
5,1150-1199,4650円,117分,105.3%,46件
6,1200-1249,5834円,116分,106.7%,63件
7,1250-1299,5375円,114分,106.3%,60件
8,1300-1349,5417円,115分,106.3%,73件
9,1350-1399,5609円,110分,106.8%,65件
10,1400-1449,5678円,105分,107.2%,70件
11,1450-1499,4962円,101分,106.6%,64件
12,1500-1549,5638円,97分,107.8%,74件
13,1550-1599,4420円,99分,105.9%,86件
14,1600-1649,5708円,93分,108.2%,88件
15,1650-1699,6145円,93分,108.9%,107件
16,1700-1749,6047円,90分,109%,90件
17,1750-1799,6772円,89分,110.1%,94件
18,1800-1849,7252円,86分,111.2%,88件
19,1850-1899,6481円,81分,110.6%,75件
20,1900-1949,6622円,76分,111.7%,104件
21,1950-1999,6362円,75分,111.3%,95件
22,2000-2049,5942円,70分,111.3%,85件
23,2050-2099,7749円,64分,116.2%,80件
24,2100-2149,5854円,64分,112.2%,63件
25,2150-2199,5819円,62分,112.4%,75件
26,2200-2249,6405円,59分,114.6%,54件
27,2250-2299,5941円,56分,114.1%,54件
28,2300-2349,6858円,49分,118.9%,60件
29,2350-2399,8191円,45分,124.3%,62件
30,2400-2449,7298円,46分,121.3%,47件
31,2450-2499,6439円,47分,118.4%,49件
32,2500-2549,8662円,42分,127.3%,59件
33,2550-2599,8514円,41分,127.6%,47件
34,2600-2649,8966円,40分,129.9%,57件
35,2650-2699,9054円,40分,129.8%,54件
36,2700-2749,10314円,36分,138.7%,42件
37,2750-2799,11596円,33分,147.4%,39件
38,2800-2849,11602円,29分,153%,37件
39,2850-2899,12838円,25分,169.2%,36件
40,2900-2949,13910円,24分,176.7%,47件
