,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,3517円,129分,103.6%,36件
1,950-999,1631円,120分,101.8%,43件
2,1000-1049,3281円,127分,103.5%,41件
3,1050-1099,2930円,113分,103.5%,53件
4,1100-1149,4990円,117分,105.7%,45件
5,1150-1199,2714円,120分,103%,64件
6,1200-1249,860円,112分,101%,57件
7,1250-1299,3224円,109分,103.9%,65件
8,1300-1349,4854円,104分,106.2%,82件
9,1350-1399,3847円,108分,104.8%,84件
10,1400-1449,4834円,105分,106.2%,86件
11,1450-1499,4712円,104分,106.1%,86件
12,1500-1549,3699円,99分,105%,95件
13,1550-1599,3307円,100分,104.4%,109件
14,1600-1649,4304円,93分,106.2%,95件
15,1650-1699,4395円,91分,106.4%,85件
16,1700-1749,4239円,93分,106.1%,100件
17,1750-1799,5991円,82分,109.7%,93件
18,1800-1849,5120円,85分,108%,99件
19,1850-1899,6735円,77分,111.7%,105件
20,1900-1949,4068円,77分,107.1%,88件
21,1950-1999,6915円,68分,113.5%,84件
22,2000-2049,7196円,72分,113.3%,99件
23,2050-2099,6246円,64分,113%,72件
24,2100-2149,5261円,64分,110.9%,77件
25,2150-2199,5919円,57分,113.7%,68件
26,2200-2249,8272円,51分,121.7%,84件
27,2250-2299,6239円,50分,116.8%,48件
28,2300-2349,7905円,45分,123.5%,61件
29,2350-2399,7872円,41分,125.7%,51件
30,2400-2449,7742円,42分,124.5%,50件
31,2450-2499,7737円,39分,126.3%,57件
32,2500-2549,8729円,39分,130%,60件
33,2550-2599,8398円,39分,128.4%,61件
34,2600-2649,8423円,40分,128.1%,46件
35,2650-2699,8671円,37分,131.1%,49件
36,2700-2749,9565円,34分,137.8%,52件
37,2750-2799,10026円,31分,143%,47件
38,2800-2849,10645円,28分,150.7%,33件
39,2850-2899,11415円,24分,164%,50件
40,2900-2949,13099円,24分,172.9%,38件
