,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-1335円,153分,98.8%,22428件
1,350-399,-1088円,153分,99.1%,6825件
2,400-449,-656円,151分,99.4%,3591件
3,450-499,-562円,148分,99.5%,2463件
4,500-549,-295円,146分,99.7%,2055件
5,550-599,-462円,145分,99.6%,1722件
6,600-649,-368円,144分,99.7%,1659件
7,650-699,-9円,140分,100%,1587件
8,700-749,-102円,139分,99.9%,1605件
9,750-799,317円,136分,100.3%,1489件
10,800-849,154円,134分,100.2%,1523件
11,850-899,292円,132分,100.3%,1523件
12,900-949,825円,130分,100.8%,1537件
13,950-999,579円,127分,100.6%,1360件
14,1000-1049,1071円,123分,101.2%,1601件
15,1050-1099,1355円,121分,101.5%,1630件
16,1100-1149,1611円,120分,101.8%,1550件
17,1150-1199,1938円,117分,102.2%,1489件
18,1200-1249,2085円,117分,102.4%,1423件
19,1250-1299,1765円,114分,102.1%,1452件
20,1300-1349,2077円,110分,102.5%,1328件
21,1350-1399,2140円,107分,102.7%,1259件
22,1400-1449,2752円,106分,103.5%,1208件
23,1450-1499,2238円,103分,102.9%,1218件
24,1500-1549,2967円,100分,104%,1210件
25,1550-1599,2779円,97分,103.8%,1188件
26,1600-1649,3057円,93分,104.4%,1108件
27,1650-1699,3207円,91分,104.7%,1054件
28,1700-1749,3830円,89分,105.7%,1097件
29,1750-1799,3963円,85分,106.2%,1046件
30,1800-1849,4000円,84分,106.4%,1026件
31,1850-1899,4289円,81分,107.1%,1046件
32,1900-1949,4374円,78分,107.4%,1014件
33,1950-1999,4777円,75分,108.5%,933件
34,2000-2049,4885円,70分,109.4%,969件
35,2050-2099,4664円,66分,109.4%,940件
36,2100-2149,4715円,61分,110.3%,870件
37,2150-2199,5544円,59分,112.6%,883件
38,2200-2249,5742円,56分,113.8%,863件
39,2250-2299,5615円,52分,114.4%,813件
40,2300-2349,5847円,49分,115.9%,825件
41,2350-2399,6518円,45分,119.1%,805件
42,2400-2449,6354円,44分,119.4%,773件
43,2450-2499,6690円,43分,120.8%,737件
44,2500-2549,7439円,41分,124.2%,702件
45,2550-2599,7646円,39分,125.9%,707件
46,2600-2649,7805円,38分,127.1%,654件
47,2650-2699,8471円,35分,131.9%,700件
48,2700-2749,9085円,34分,135.7%,634件
49,2750-2799,8884円,34分,134.6%,547件
