,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,50-99,-3054円,164分,97.5%,21771件
1,100-149,-2623円,161分,97.8%,11522件
2,150-199,-2083円,155分,98.2%,8081件
3,200-249,-2017円,151分,98.2%,6472件
4,250-299,-1805円,152分,98.4%,5603件
5,300-349,-1716円,152分,98.5%,5503件
6,350-399,-1535円,149分,98.6%,5292件
7,400-449,-1553円,147分,98.6%,5209件
8,450-499,-1137円,144分,98.9%,5105件
9,500-549,-1025円,143分,99%,5014件
10,550-599,-829円,140分,99.2%,5000件
11,600-649,-704円,139分,99.3%,4883件
12,650-699,-543円,138分,99.5%,4739件
13,700-749,-671円,135分,99.3%,5136件
14,750-799,-118円,133分,99.9%,5425件
15,800-849,-103円,130分,99.9%,5057件
16,850-899,273円,128分,100.3%,5010件
17,900-949,305円,126分,100.3%,4745件
18,950-999,240円,124分,100.3%,4653件
19,1000-1049,537円,121分,100.6%,4441件
20,1050-1099,822円,119分,100.9%,4329件
21,1100-1149,937円,118分,101.1%,4157件
22,1150-1199,1322円,114分,101.5%,4100件
23,1200-1249,1233円,112分,101.5%,4064件
24,1250-1299,1221円,111分,101.5%,3954件
25,1300-1349,1526円,107分,101.9%,3805件
26,1350-1399,1763円,105分,102.2%,3801件
27,1400-1449,2156円,103分,102.8%,3716件
28,1450-1499,2204円,100分,102.9%,3647件
29,1500-1549,2396円,98分,103.3%,3522件
30,1550-1599,2525円,95分,103.6%,3467件
31,1600-1649,2582円,92分,103.7%,3373件
32,1650-1699,2807円,90分,104.2%,3216件
33,1700-1749,2681円,87分,104.1%,3276件
34,1750-1799,3200円,83分,105.1%,3225件
35,1800-1849,3048円,80分,105.1%,2984件
36,1850-1899,3769円,77分,106.5%,3048件
37,1900-1949,3884円,75分,106.9%,2970件
38,1950-1999,3773円,72分,107%,2867件
39,2000-2049,3928円,69分,107.6%,2784件
40,2050-2099,4164円,66分,108.4%,2706件
41,2100-2149,4304円,63分,109.1%,2647件
42,2150-2199,4796円,59分,110.8%,2543件
43,2200-2249,5138円,56分,112.3%,2522件
44,2250-2299,5110円,53分,112.8%,2456件
45,2300-2349,5521円,50分,114.8%,2365件
46,2350-2399,5733円,47分,116.3%,2424件
47,2400-2449,6079円,45分,118.1%,2266件
48,2450-2499,6098円,44分,118.6%,1926件
