,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,5256円,120分,105.9%,128件
1,1250-1299,6226円,119分,107%,160件
2,1300-1349,6109円,117分,106.9%,148件
3,1350-1399,5895円,109分,107.2%,163件
4,1400-1449,5345円,111分,106.4%,193件
5,1450-1499,6183円,107分,107.7%,180件
6,1500-1549,6370円,103分,108.2%,150件
7,1550-1599,5773円,105分,107.4%,158件
8,1600-1649,6500円,97分,109%,157件
9,1650-1699,6416円,96分,108.9%,178件
10,1700-1749,8016円,88分,112.1%,181件
11,1750-1799,5162円,90分,107.7%,156件
12,1800-1849,8551円,83分,113.8%,164件
13,1850-1899,7909円,81分,113%,156件
14,1900-1949,7030円,78分,112%,131件
15,1950-1999,6707円,74分,112%,137件
16,2000-2049,7310円,68分,114.3%,127件
17,2050-2099,8237円,66分,116.8%,139件
18,2100-2149,8067円,64分,116.8%,102件
19,2150-2199,9011円,60分,120%,112件
20,2200-2249,7854円,53分,119.7%,94件
21,2250-2299,8481円,53分,121.2%,100件
22,2300-2349,7368円,49分,120%,96件
23,2350-2399,8124円,46分,123.4%,104件
24,2400-2449,7042円,50分,118.8%,94件
25,2450-2499,9018円,43分,128.1%,87件
26,2500-2549,9079円,43分,128.5%,92件
27,2550-2599,9184円,41分,129.8%,90件
28,2600-2649,9310円,40分,130.8%,85件
29,2650-2699,10511円,35分,139.9%,69件
30,2700-2749,10396円,35分,139.9%,86件
31,2750-2799,11518円,34分,145.7%,75件
32,2800-2849,12777円,29分,158.6%,71件
33,2850-2899,13308円,26分,167%,52件
34,2900-2949,14781円,24分,182.7%,63件
