,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,2109円,138分,102%,781件
1,650-699,1555円,139分,101.5%,1063件
2,700-749,2228円,135分,102.2%,940件
3,750-799,2264円,133分,102.3%,846件
4,800-849,2772円,130分,102.8%,754件
5,850-899,2668円,130分,102.7%,675件
6,900-949,2250円,128分,102.3%,630件
7,950-999,2986円,124分,103.2%,620件
8,1000-1049,2772円,124分,103%,529件
9,1050-1099,3613円,120分,104%,501件
10,1100-1149,3543円,119分,104%,444件
11,1150-1199,4112円,116分,104.7%,454件
12,1200-1249,3748円,113分,104.4%,808件
13,1250-1299,3862円,110分,104.7%,439件
14,1300-1349,4450円,106分,105.6%,473件
15,1350-1399,4734円,105分,106%,445件
16,1400-1449,4754円,102分,106.2%,382件
17,1450-1499,4018円,101分,105.3%,376件
18,1500-1549,4973円,97分,106.8%,363件
19,1550-1599,5340円,95分,107.5%,338件
20,1600-1649,5475円,91分,108%,289件
21,1650-1699,6099円,89分,109.2%,296件
22,1700-1749,5578円,87分,108.5%,297件
23,1750-1799,6426円,84分,110.2%,335件
24,1800-1849,6334円,79分,110.7%,306件
25,1850-1899,5759円,80分,109.6%,300件
26,1900-1949,7104円,75分,112.7%,272件
27,1950-1999,7206円,73分,113.1%,256件
28,2000-2049,6709円,70分,112.8%,231件
29,2050-2099,7922円,67分,115.8%,264件
30,2100-2149,8242円,64分,117.1%,232件
31,2150-2199,7809円,58分,118.1%,240件
32,2200-2249,8023円,54分,119.9%,215件
33,2250-2299,8269円,49分,122.6%,228件
34,2300-2349,9376円,43分,129.3%,221件
35,2350-2399,8973円,40分,129.8%,203件
36,2400-2449,8815円,39分,130.5%,235件
37,2450-2499,9394円,37分,133.7%,215件
38,2500-2549,8969円,38分,131.3%,198件
39,2550-2599,10231円,34分,139.6%,216件
40,2600-2649,9876円,34分,138.5%,179件
41,2650-2699,10709円,32分,144.8%,204件
42,2700-2749,10837円,32分,145.7%,175件
43,2750-2799,11124円,30分,150.1%,171件
44,2800-2849,12320円,27分,159.8%,171件
45,2850-2899,12497円,24分,168.9%,180件
46,2900-2949,12749円,21分,180.6%,133件
