,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,7861円,107分,109.8%,48件
1,1350-1399,9124円,105分,111.6%,65件
2,1400-1449,8244円,108分,110.2%,72件
3,1450-1499,8931円,103分,111.5%,74件
4,1500-1549,8598円,106分,110.8%,71件
5,1550-1599,7517円,99分,110.1%,83件
6,1600-1649,7734円,100分,110.4%,91件
7,1650-1699,8385円,91分,112.3%,84件
8,1700-1749,9060円,90分,113.5%,74件
9,1750-1799,7743円,93分,111.1%,82件
10,1800-1849,9076円,82分,114.7%,75件
11,1850-1899,8742円,85分,113.7%,82件
12,1900-1949,9993円,78分,117.1%,85件
13,1950-1999,7825円,75分,113.9%,75件
14,2000-2049,9450円,68分,118.5%,67件
15,2050-2099,10781円,70分,120.4%,83件
16,2100-2149,9299円,64分,119.4%,61件
17,2150-2199,6909円,62分,114.9%,62件
18,2200-2249,8970円,54分,122.1%,59件
19,2250-2299,11124円,47分,131.5%,67件
20,2300-2349,8574円,47分,124.1%,43件
21,2350-2399,10146円,42分,132%,48件
22,2400-2449,10209円,38分,135.9%,41件
23,2450-2499,9556円,43分,129.6%,38件
24,2500-2549,10133円,39分,135.1%,50件
25,2550-2599,11260円,37分,140.1%,53件
26,2600-2649,11356円,36分,141.6%,51件
27,2650-2699,10986円,39分,137.8%,39件
28,2700-2749,11563円,35分,144.3%,40件
29,2750-2799,12177円,32分,150%,45件
30,2800-2849,12586円,29分,157.7%,41件
31,2850-2899,13755円,27分,169%,28件
32,2900-2949,13794円,22分,184.5%,36件
