,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,5359円,141分,105.1%,104件
1,750-799,5322円,137分,105.2%,215件
2,800-849,5819円,130分,106%,248件
3,850-899,6782円,124分,107.3%,257件
4,900-949,5915円,129分,106.1%,255件
5,950-999,5921円,123分,106.4%,274件
6,1000-1049,5723円,125分,106.1%,270件
7,1050-1099,6231円,126分,106.6%,268件
8,1100-1149,6918円,115分,108%,284件
9,1150-1199,6743円,117分,107.7%,273件
10,1200-1249,7149円,112分,108.5%,244件
11,1250-1299,6289円,115分,107.3%,300件
12,1300-1349,7104円,106分,108.9%,295件
13,1350-1399,7455円,107分,109.3%,342件
14,1400-1449,7297円,106分,109.2%,255件
15,1450-1499,6969円,100分,109.3%,284件
16,1500-1549,8177円,99分,111%,213件
17,1550-1599,7687円,96分,110.7%,229件
18,1600-1649,8636円,94分,112.2%,201件
19,1650-1699,7181円,87分,111%,191件
20,1700-1749,9108円,87分,113.9%,193件
21,1750-1799,8730円,84分,113.8%,168件
22,1800-1849,8410円,81分,113.8%,183件
23,1850-1899,9724円,76分,117%,196件
24,1900-1949,8594円,75分,115.2%,205件
25,1950-1999,8510円,75分,115.1%,188件
26,2000-2049,8875円,72分,116.5%,143件
27,2050-2099,9024円,67分,118%,158件
28,2100-2149,10098円,63分,121.4%,137件
29,2150-2199,10253円,61分,122.4%,151件
30,2200-2249,9141円,56分,121.6%,139件
31,2250-2299,9634円,51分,125.2%,138件
32,2300-2349,9779円,44分,129.8%,133件
33,2350-2399,9416円,41分,130.9%,143件
34,2400-2449,10317円,39分,135%,115件
35,2450-2499,11115円,36分,140.8%,124件
36,2500-2549,11254円,36分,141.2%,108件
37,2550-2599,10597円,36分,139.1%,105件
38,2600-2649,11350円,34分,144.8%,87件
39,2650-2699,12162円,34分,147.9%,99件
40,2700-2749,12996円,31分,155.1%,93件
41,2750-2799,12616円,32分,153.2%,89件
42,2800-2849,13262円,27分,164.6%,89件
43,2850-2899,13548円,26分,168.3%,92件
44,2900-2949,14449円,24分,180%,65件
