,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,0-49,-2065円,164分,98.3%,2666件
1,50-99,-2497円,164分,98%,5954件
2,100-149,-2640円,163分,97.8%,7376件
3,150-199,-2692円,162分,97.8%,6500件
4,200-249,-2176円,159分,98.2%,6166件
5,250-299,-2076円,157分,98.2%,5332件
6,300-349,-1928円,155分,98.3%,4939件
7,350-399,-1893円,154分,98.4%,4558件
8,400-449,-1745円,151分,98.5%,4320件
9,450-499,-1511円,149分,98.6%,3944件
10,500-549,-1405円,148分,98.7%,3785件
11,550-599,-962円,145分,99.1%,3537件
12,600-649,-865円,144分,99.2%,3332件
13,650-699,-809円,141分,99.2%,6169件
14,700-749,-831円,141分,99.2%,3485件
15,750-799,-794円,139分,99.2%,3527件
16,800-849,-325円,135分,99.7%,2996件
17,850-899,-62円,132分,99.9%,2731件
18,900-949,-200円,130分,99.8%,2661件
19,950-999,-348円,129分,99.6%,2508件
20,1000-1049,81円,125分,100.1%,2456件
21,1050-1099,387円,122分,100.4%,2499件
22,1100-1149,1162円,121分,101.3%,2339件
23,1150-1199,696円,119分,100.8%,2370件
24,1200-1249,1226円,115分,101.4%,2319件
25,1250-1299,1004円,113分,101.2%,2234件
26,1300-1349,1124円,111分,101.3%,2274件
27,1350-1399,1786円,108分,102.2%,2128件
28,1400-1449,1957円,106分,102.5%,2150件
29,1450-1499,1922円,104分,102.5%,1995件
30,1500-1549,2339円,99分,103.2%,2020件
31,1550-1599,2707円,98分,103.7%,1925件
32,1600-1649,2253円,95分,103.2%,1894件
33,1650-1699,2801円,91分,104.1%,1804件
34,1700-1749,2974円,89分,104.5%,1804件
35,1750-1799,2659円,85分,104.1%,1732件
36,1800-1849,2947円,82分,104.8%,1697件
37,1850-1899,3328円,79分,105.7%,1721件
38,1900-1949,3710円,77分,106.4%,1624件
39,1950-1999,3469円,74分,106.3%,1619件
40,2000-2049,4118円,71分,107.8%,1587件
41,2050-2099,4137円,68分,108.1%,1463件
42,2100-2149,4061円,64分,108.4%,1448件
43,2150-2199,4796円,62分,110.3%,1441件
44,2200-2249,4813円,58分,111.2%,1422件
45,2250-2299,4922円,55分,112%,1324件
46,2300-2349,5158円,51分,113.5%,1348件
47,2350-2399,5629円,48分,115.7%,1247件
48,2400-2449,6087円,46分,117.8%,1269件
49,2450-2499,6387円,44分,119.2%,1190件
50,2500-2549,7090円,42分,122.2%,1088件
51,2550-2599,7445円,40分,124.7%,880件
52,2600-2649,7859円,39分,127%,781件
53,2650-2699,8406円,36分,130.8%,584件
54,2700-2749,9468円,34分,136.7%,481件
55,2750-2799,9997円,31分,142.6%,379件
56,2800-2849,11226円,29分,151.8%,333件
57,2850-2899,11735円,26分,159.3%,258件
58,2900-2949,12684円,23分,172.9%,177件
