,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,411円,144分,100.4%,299件
1,500-549,-493円,147分,99.6%,501件
2,550-599,-729円,145分,99.3%,594件
3,600-649,447円,138分,100.4%,637件
4,650-699,180円,138分,100.2%,635件
5,700-749,179円,135分,100.2%,665件
6,750-799,366円,136分,100.4%,658件
7,800-849,202円,135分,100.2%,690件
8,850-899,759円,131分,100.8%,688件
9,900-949,412円,130分,100.4%,650件
10,950-999,1563円,126分,101.7%,623件
11,1000-1049,501円,128分,100.5%,742件
12,1050-1099,1238円,119分,101.4%,745件
13,1100-1149,1130円,120分,101.3%,797件
14,1150-1199,1768円,118分,102%,673件
15,1200-1249,1790円,112分,102.1%,686件
16,1250-1299,2057円,115分,102.4%,632件
17,1300-1349,2194円,110分,102.7%,588件
18,1350-1399,2446円,109分,103%,515件
19,1400-1449,1856円,103分,102.4%,475件
20,1450-1499,2657円,101分,103.5%,498件
21,1500-1549,3121円,100分,104.2%,428件
22,1550-1599,2636円,99分,103.6%,425件
23,1600-1649,3422円,94分,104.9%,466件
24,1650-1699,3640円,90分,105.4%,455件
25,1700-1749,3569円,88分,105.4%,444件
26,1750-1799,4073円,86分,106.3%,353件
27,1800-1849,4171円,82分,106.8%,377件
28,1850-1899,4413円,79分,107.4%,346件
29,1900-1949,4606円,76分,108.1%,359件
30,1950-1999,4159円,73分,107.6%,344件
31,2000-2049,5058円,69分,109.8%,317件
32,2050-2099,5137円,66分,110.5%,316件
33,2100-2149,5097円,61分,111.2%,318件
34,2150-2199,5183円,58分,111.9%,295件
35,2200-2249,5675円,53分,114.2%,296件
36,2250-2299,6013円,52分,115.4%,278件
37,2300-2349,5420円,49分,114.9%,263件
38,2350-2399,6299円,45分,118.8%,254件
39,2400-2449,6744円,44分,120.4%,251件
40,2450-2499,7304円,43分,122.5%,229件
41,2500-2549,7527円,42分,123.8%,228件
42,2550-2599,7761円,40分,125.8%,232件
43,2600-2649,8389円,38分,129.2%,225件
44,2650-2699,8728円,36分,132.2%,208件
45,2700-2749,9545円,34分,137.3%,190件
46,2750-2799,10210円,31分,143.4%,219件
47,2800-2849,11254円,28分,153.2%,203件
48,2850-2899,11795円,25分,163.3%,213件
49,2900-2949,12932円,22分,177.1%,164件
