,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,6357円,111分,107.6%,1112件
1,1400-1449,6498円,107分,108.1%,1061件
2,1450-1499,6936円,106分,108.8%,998件
3,1500-1549,6249円,103分,108.1%,1018件
4,1550-1599,6992円,100分,109.3%,1023件
5,1600-1649,6693円,97分,109.2%,1003件
6,1650-1699,6968円,93分,110%,943件
7,1700-1749,7065円,91分,110.3%,864件
8,1750-1799,7347円,90分,110.9%,913件
9,1800-1849,7625円,85分,112%,863件
10,1850-1899,7276円,82分,111.8%,847件
11,1900-1949,7781円,80分,113%,867件
12,1950-1999,7722円,78分,113.3%,846件
13,2000-2049,8271円,74分,115%,772件
14,2050-2099,8070円,68分,115.7%,802件
15,2100-2149,7696円,64分,116%,787件
16,2150-2199,7541円,59分,117.1%,723件
17,2200-2249,8142円,56分,119.4%,719件
18,2250-2299,8194円,53分,120.7%,712件
19,2300-2349,7983円,49分,121.6%,678件
20,2350-2399,8087円,47分,122.9%,694件
21,2400-2449,8683円,44分,126.1%,652件
22,2450-2499,8816円,43分,127.3%,636件
23,2500-2549,8952円,43分,127.9%,613件
24,2550-2599,9599円,42分,130.8%,567件
25,2600-2649,10319円,39分,135.7%,609件
26,2650-2699,10455円,37分,137.2%,555件
27,2700-2749,10917円,35分,142%,575件
28,2750-2799,11760円,33分,147.6%,522件
29,2800-2849,11444円,33分,145.6%,461件
