,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,7589円,113分,109%,526件
1,1350-1399,7917円,109分,109.7%,448件
2,1400-1449,6991円,108分,108.6%,444件
3,1450-1499,7934円,104分,110.2%,445件
4,1500-1549,7533円,103分,109.8%,399件
5,1550-1599,8017円,99分,110.8%,368件
6,1600-1649,8541円,96分,111.9%,352件
7,1650-1699,7857円,93分,111.2%,376件
8,1700-1749,8847円,90分,113.1%,411件
9,1750-1799,8602円,85分,113.5%,373件
10,1800-1849,7845円,86分,112.1%,358件
11,1850-1899,9124円,81分,114.9%,327件
12,1900-1949,9328円,79分,115.8%,312件
13,1950-1999,8559円,76分,115%,285件
14,2000-2049,10249円,73分,118.8%,332件
15,2050-2099,10074円,70分,119.1%,292件
16,2100-2149,9444円,64分,119.6%,295件
17,2150-2199,9532円,59分,121.5%,256件
18,2200-2249,9438円,55分,122.7%,272件
19,2250-2299,10374円,49分,128.4%,274件
20,2300-2349,9720円,47分,127.7%,254件
21,2350-2399,9717円,43分,129.8%,279件
22,2400-2449,9944円,42分,131.2%,252件
23,2450-2499,9737円,43分,130.3%,239件
24,2500-2549,10924円,39分,137%,253件
25,2550-2599,10747円,39分,137.1%,215件
26,2600-2649,11185円,37分,140.4%,248件
27,2650-2699,11634円,36分,143.4%,211件
28,2700-2749,11915円,34分,146.5%,201件
29,2750-2799,12745円,33分,152.2%,192件
30,2800-2849,13168円,29分,160.1%,215件
31,2850-2899,13419円,26分,168.2%,170件
32,2900-2949,14896円,24分,182.3%,156件
