,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,1282円,144分,101.2%,92件
1,700-749,1245円,140分,101.2%,103件
2,750-799,1339円,131分,101.4%,131件
3,800-849,367円,133分,100.4%,165件
4,850-899,2102円,130分,102.2%,172件
5,900-949,1561円,128分,101.6%,191件
6,950-999,1788円,125分,101.9%,223件
7,1000-1049,1288円,127分,101.3%,233件
8,1050-1099,2417円,125分,102.6%,226件
9,1100-1149,3206円,119分,103.6%,259件
10,1150-1199,1245円,122分,101.4%,261件
11,1200-1249,1514円,116分,101.7%,302件
12,1250-1299,3248円,113分,103.8%,293件
13,1300-1349,3315円,115分,103.8%,295件
14,1350-1399,3372円,107分,104.2%,289件
15,1400-1449,3963円,100分,105.3%,283件
16,1450-1499,3454円,101分,104.6%,275件
17,1500-1549,3854円,100分,105.1%,280件
18,1550-1599,3842円,97分,105.3%,237件
19,1600-1649,2964円,94分,104.2%,223件
20,1650-1699,3825円,92分,105.5%,233件
21,1700-1749,4610円,87分,107.1%,238件
22,1750-1799,4522円,85分,107.1%,208件
23,1800-1849,4303円,83分,106.9%,221件
24,1850-1899,5395円,81分,108.9%,229件
25,1900-1949,5217円,74分,109.4%,185件
26,1950-1999,5655円,76分,109.9%,175件
27,2000-2049,5135円,70分,109.7%,177件
28,2050-2099,7147円,65分,114.7%,160件
29,2100-2149,4480円,65分,109.3%,145件
30,2150-2199,6950円,59分,115.8%,131件
31,2200-2249,5454円,54分,113.5%,146件
32,2250-2299,6405円,50分,117.2%,162件
33,2300-2349,7379円,45分,122%,137件
34,2350-2399,6800円,45分,120%,128件
35,2400-2449,6628円,46分,119.3%,114件
36,2450-2499,8073円,41分,126.2%,118件
37,2500-2549,7709円,42分,124.6%,119件
38,2550-2599,8452円,39分,128.8%,105件
39,2600-2649,8723円,39分,130.1%,107件
40,2650-2699,8854円,37分,131.8%,100件
41,2700-2749,9277円,33分,137.1%,94件
42,2750-2799,10656円,32分,144.9%,125件
43,2800-2849,11322円,28分,154.2%,108件
44,2850-2899,11665円,25分,161.5%,83件
45,2900-2949,13733円,22分,182.9%,79件
